date,name,lambda
20150201,DGB,0.0830387040195863
20150202,XMR,0.0517054292204874
20150203,DGB,0.101506763004289
20150204,XLM,0.0734881356779811
20150205,XLM,0.0556653264387066
20150206,DGB,0.0944986196955253
20150207,XRP,0.0708211452785184
20150208,XRP,0.0696643795940424
20150209,DOGE,0.170633859846672
20150210,XLM,0.140206940339653
20150211,XRP,0.0881130771440836
20150212,XRP,0.0801534601244142
20150213,XRP,0.101996479446909
20150214,XLM,0.100532718460279
20150215,XLM,0.100960334281193
20150216,XLM,0.0594581634167994
20150217,XLM,0.0582884911010405
20150218,XLM,0.036053339695884
20150219,LTC,0.115727503834611
20150220,XLM,0.0357948048997111
20150221,XLM,0.18007008062411
20150222,XLM,0.114028493161113
20150223,XMR,0.125280423549461
20150224,XLM,0.038593294844669
20150225,XLM,0.0987729264654832
20150226,XLM,0.0867941151436689
20150227,XLM,0.0690668878168438
20150228,XLM,0.161296185460553
20150301,XLM,0.0727429374649456
20150302,XLM,0.0760627760091777
20150303,XLM,0.0785521503438388
20150304,XLM,0.102956848286797
20150305,XLM,0.0736833017767266
20150306,XLM,0.0992708798198606
20150307,XLM,0.0710031371835469
20150308,XLM,0.0672703045317761
20150309,XLM,0.103983374176256
20150310,XRP,0.0789829278961021
20150311,XRP,0.0966459696862925
20150312,XRP,0.0707886154284928
20150313,XRP,0.059178120498699
20150314,XLM,0.0312379118022177
20150315,XRP,0.0651487729363416
20150316,XLM,0.0269030259965948
20150317,XLM,0.0534822059486186
20150318,XLM,0.0556771963197987
20150319,XRP,0.0634683706609176
20150320,XRP,0.0505872624586198
20150321,XRP,0.0613776238918187
20150322,XRP,0.0620063695673829
20150323,XLM,0.0602894966902715
20150324,XLM,0.0487772200018215
20150325,XLM,0.0590120607906418
20150326,XRP,0.0795614948050278
20150327,XLM,0.0715039297468701
20150328,XLM,0.0701872151765525
20150329,DASH,0.0453990768560677
20150330,XRP,0.0492174117085742
20150331,DASH,0.0273905975438703
20150401,DASH,0.0323250137631992
20150402,DASH,0.0361951590163201
20150403,DASH,0.0278099486638422
20150404,DASH,0.0520847736844604
20150405,XLM,0.0268351342409793
20150406,DASH,0.0300164990541189
20150407,XLM,0.0396889502480368
20150408,DASH,0.0448777400597081
