date,name,lambda
20150201,DASH,0.67961563796833
20150202,BTC,0.735189722642085
20150203,DOGE,0.709126103536337
20150204,DASH,0.667875850819538
20150205,DASH,0.66626214919656
20150206,DASH,0.78012899997265
20150207,DASH,0.672524369950953
20150208,DASH,0.711129953871843
20150209,LTC,0.721114194909541
20150210,DASH,0.622664241411499
20150211,DASH,0.626307711804719
20150212,DASH,0.633776270579671
20150213,DOGE,0.629662780837306
20150214,DOGE,0.725194705250608
20150215,DOGE,0.723778499949033
20150216,DOGE,0.855374566700082
20150217,DOGE,0.812027056648254
20150218,DOGE,0.754043114347186
20150219,DOGE,0.761183249098255
20150220,BTC,0.783542821319678
20150221,DOGE,0.737317748568079
20150222,DOGE,0.679455273551585
20150223,BTC,0.760192240565879
20150224,BTC,0.722481025655638
20150225,BTC,0.715710739924554
20150226,BTC,0.684699186733672
20150227,BTC,0.666623702615293
20150228,BTC,0.69267448598141
20150301,BTC,0.649771044141324
20150302,BTC,0.652554726517486
20150303,BTC,0.646125983563689
20150304,BTC,0.706492935898187
20150305,BTC,0.607912822261799
20150306,BTC,0.691756688296535
20150307,DOGE,0.621520037509423
20150308,DOGE,0.561437161803558
20150309,DOGE,0.562366959830702
20150310,BTC,0.602708485035911
20150311,DOGE,0.567536087933749
20150312,DOGE,0.647819886109407
20150313,BTC,0.650356561998665
20150314,DOGE,0.554040382315522
20150315,BTC,0.575082902167272
20150316,BTC,0.551045128731235
20150317,BTC,0.494752256520882
20150318,BTC,0.442040386019351
20150319,DOGE,0.399642600753818
20150320,BTC,0.368467408056714
20150321,BTC,0.297345336691296
20150322,BTC,0.306288167354696
20150323,BTC,0.318356580238388
20150324,BTC,0.412191282571073
20150325,BTC,0.372883025141644
20150326,BTC,0.391239499477631
20150327,BTC,0.419267707012901
20150328,BTC,0.318978644222263
20150329,BTC,0.383513716332721
20150330,BTC,0.42956724478195
20150331,BTC,0.426495551216781
20150401,BTC,0.37175732049066
20150402,BTC,0.385322315852492
20150403,XEM,0.613369426487329
20150404,XEM,0.989891623621739
20150405,XEM,0.779404776869134
20150406,XEM,0.629217530748685
20150407,XRP,0.426256178108961
20150408,XEM,0.610745970354076
20150409,XEM,0.64836293074018
20150410,BTC,0.405052498309937
20150411,XEM,0.502659155092138
20150412,XEM,0.474448796563328
20150413,XEM,0.412055089743965
20150414,XEM,0.402047167025081
20150415,XEM,0.710031004855374
20150416,BTC,0.364506967263631
20150417,LTC,0.35234982967184
20150418,XEM,0.54333539585747
20150419,BTC,0.320693328503453
20150420,XEM,0.364223291743611
20150421,BTC,0.35620959038866
20150422,XEM,0.524493350409287
20150423,XEM,0.549459667872365
20150424,XRP,0.410743089115743
20150425,XEM,0.431011469316436
20150426,LTC,0.363319372942285
20150427,DOGE,0.29318162260186
20150428,BTC,0.359170034955315
20150429,XRP,0.415117281388307
20150430,DOGE,0.369612342009718
20150501,BTC,0.402918062022962
20150502,BTC,0.406701618939571
20150503,LTC,0.347152767073415
20150504,XEM,0.458468846621703
20150505,XEM,0.427467796500044
20150506,BTC,0.388329106728352
20150507,XEM,0.623319522982416
20150508,BTC,0.415226320852063
20150509,BTC,0.411266919989388
20150510,XEM,0.451072739714447
20150511,XEM,0.452454873147783
20150512,LTC,0.368357500841557
20150513,XEM,0.495610965749725
20150514,BTC,0.373356535108658
20150515,BTC,0.387918366145831
20150516,DASH,0.395306237763251
20150517,XEM,0.400966807606444
20150518,XEM,0.449043262653107
20150519,XEM,0.379591135058448
20150520,XEM,0.447693163224926
20150521,XEM,0.481696280560201
20150522,XEM,0.565876763615288
20150523,LTC,0.405124204140683
20150524,LTC,0.358555061434402
20150525,LTC,0.367155415813114
20150526,LTC,0.397636590732121
20150527,LTC,0.397220558282784
20150528,LTC,0.312171568320649
20150529,LTC,0.358717348294895
20150530,DASH,0.299468604634558
20150531,LTC,0.301372885216705
20150601,DASH,0.332770148592107
20150602,LTC,0.35237476128871
20150603,XRP,0.469500388032039
20150604,DGB,0.426010991974398
20150605,XRP,0.390248492351569
20150606,DGB,0.295953568422816
20150607,DGB,0.339160451014886
20150608,LTC,0.355332217708475
20150609,XRP,0.283962360681799
20150610,XRP,0.337512827517015
20150611,XRP,0.409899016082898
20150612,XRP,0.472804411366528
20150613,XRP,0.466803147836335
20150614,XRP,0.466803147836335
20150615,DGB,0.303967068819381
20150616,LTC,0.259992786934507
20150617,DOGE,0.348977440911383
20150618,DOGE,0.340803492394639
20150619,XRP,0.347001950814831
20150620,DASH,0.339275484037225
20150621,XRP,0.327286302754454
20150622,XRP,0.335312255594817
20150623,DASH,0.315909182347071
20150624,BTC,0.41278600255667
20150625,BTC,0.313896822697135
20150626,XRP,0.321452125702342
20150627,XRP,0.316711218509551
20150628,DGB,0.257774039358792
20150629,DOGE,0.236404195476558
20150630,BTC,0.318605753927609
20150701,DOGE,0.250878339160855
20150702,BTC,0.332727995820955
20150703,DASH,0.253169479423894
20150704,DOGE,0.31749525798512
20150705,BTC,0.275903250322188
20150706,DOGE,0.243251129101019
20150707,DOGE,0.25399096042168
20150708,DOGE,0.355188288015696
20150709,BTC,0.242224551433848
20150710,BTC,0.303387178258086
20150711,XLM,0.283397948385288
20150712,DASH,0.326711177188367
20150713,DASH,0.300755143773661
20150714,BTC,0.32315887579653
20150715,DOGE,0.30084273019429
20150716,DGB,0.352772098567588
20150717,DOGE,0.392221965867707
20150718,DOGE,0.388423055623098
20150719,BTC,0.368989993350464
20150720,DOGE,0.422081464074601
20150721,BTC,0.417893684839088
20150722,DOGE,0.378115866076454
20150723,BTC,0.310006893841443
20150724,XLM,0.31425187757112
20150725,DOGE,0.432703977440053
20150726,BTC,0.370778772635691
20150727,BTC,0.432610450101082
20150728,BTC,0.390906759948044
20150729,BTC,0.392165397328212
20150730,DOGE,0.420783025929516
20150731,BTC,0.387676322114147
20150801,BTC,0.419138508580589
20150802,BTC,0.489591453925204
20150803,BTC,0.457735957742276
20150804,BTC,0.399616597667253
20150805,BTC,0.406795028419289
20150806,BTC,0.372993774470994
20150807,BTC,0.395197075980539
20150808,BTC,0.391463382109599
20150809,BTC,0.45845000649038
20150810,BTC,0.353248397696369
20150811,ETH,0.42016448634821
20150812,XEM,0.831625488568873
20150813,ETH,1.04217760008477
20150814,XEM,0.62889293451479
20150815,XEM,0.668686653473964
20150816,ETH,0.687930769811376
20150817,XEM,0.766237229969713
20150818,BTC,0.435871401150108
20150819,ETH,0.724455463654484
20150820,ETH,0.527625930980789
20150821,ETH,0.437675532217448
20150822,ETH,0.758263797205096
20150823,ETH,0.560203109654153
20150824,ETH,0.80468991169152
20150825,ETH,0.681149098216116
20150826,BTC,0.465609149574104
20150827,BTC,0.504190511791988
20150828,ETH,0.843840089580404
20150829,ETH,0.513789071913022
20150830,ETH,0.671542696149719
20150831,BTC,0.51483904457227
20150901,BTC,0.472182327304015
20150902,ETH,0.61025988786292
20150903,ETH,0.817975340044335
20150904,ETH,0.505914156960245
20150905,BTC,0.482106737043376
20150906,ETH,0.849030734841298
20150907,ETH,0.65818455017349
20150908,ETH,0.932324326511887
20150909,BTC,0.475426520573929
20150910,BTC,0.523835185992876
20150911,ETH,0.74533355649424
20150912,BTC,0.558955162867414
20150913,BTC,0.50672005418497
20150914,DASH,0.475699160760306
20150915,ETH,0.536153961506813
20150916,BTC,0.49119760287467
20150917,ETH,0.467859736077476
20150918,ETH,0.495423347505259
20150919,ETH,0.522066134272354
20150920,ETH,0.488055759738638
20150921,ETH,0.496773427447054
20150922,ETH,0.456435407034908
20150923,ETH,0.477172153013767
20150924,BTC,0.413141337232137
20150925,ETH,0.481159898783752
20150926,ETH,0.482778735802872
20150927,ETH,0.483119740273353
20150928,ETH,0.473151322067986
20150929,BTC,0.42913191343898
20150930,ETH,0.420355833682722
20151001,BTC,0.385469234089198
20151002,BTC,0.402991699517829
20151003,BTC,0.439139264218518
20151004,BTC,0.465855350391632
20151005,BTC,0.470412460195348
20151006,BTC,0.449783671523578
20151007,BTC,0.473273481068235
20151008,BTC,0.481003799117213
20151009,BTC,0.378209279750475
20151010,BTC,0.413937462314493
20151011,BTC,0.426724496965705
20151012,BTC,0.458251318230931
20151013,BTC,0.446513770969297
20151014,BTC,0.393258872150117
