date,BTC,XRP,LTC,XLM,DOGE,DASH,XMR,DGB,XEM,ETH,ETC,NEO,ZEC,BAT,MIOTA,EOS,BCH,BNB,ADA,BTG,TRX,XTZ,BSV,MKR,ATOM,LEO,LINK,HT,MIN,INNBCL,STO,TAGZ5,CRO,HEX,DOT
20160419,0.221499960609758,0.158432610763482,0.192873620255035,0.253263985032814,0.110638098540562,0.173072162270024,0.173513665988087,0.212365725635335,0.537571849509621,0.110826635651451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160420,0.20993353335538,0.314270317605413,0.190136104661095,0.071939621432406,0.261606487135821,0.16180542226819,0.151991761980272,0.153010391261503,0.62141744043111,0.134725704278143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160421,0.226764308672252,0.0725755827995551,0.18453876994971,0.223752532774686,0.323321415466716,0.233905835109968,0.153928089348215,0.163889613158794,0.316979733343408,0.123327491061749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160422,0.225386991148888,0.300642758682822,0.189723022774878,0.121782918639366,0.342673793188161,0.215366453269935,0.125789821810478,0.175186028789375,0.259288866333296,0.193287806933021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160423,0.195275195995244,0.301882773731554,0.18242316043395,0.252355284857998,0.515913836880815,0.105584583603941,0.132251702209669,0.165102785688802,0.493691288331302,0.100186603948131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160424,0.23501095746977,0.319554911460855,0.175558416087389,0.122799774836277,0.446241188647829,0.130785139316924,0.129003116571998,0.200649500064236,0.256688353616462,0.091511183499699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160425,0.247706311409726,0.0440714529415738,0.18294044100659,0.105041905083383,0.0923313297025441,0.104353705292884,0.09238955730309,0.178326540074999,0.153281868043419,0.0746679822746043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160426,0.288769319165185,0.0424072167175639,0.162735522029929,0.543428953093751,0.134486230892199,0.109541341087138,0.166491345386415,0.228184306058203,0.42893447903926,0.0793962696644728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160427,0.260715711589619,0.0634451388058735,0.190714311212905,0.293753473343031,0.0997220724036937,0.231806374642756,0.118629066148798,0.238720502771151,0.162077146165253,0.145990985849502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160428,0.249353315465519,0.0582829287770206,0.1790600514247,0.304583235574407,0.135126037028778,0.0896068189889239,0.17706269194833,0.255207795007716,0.452456063469618,0.12661888177969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160429,0.245310475785568,0.19855242269716,0.190890959708944,0.301411662397161,0.522495537169028,0.165887159994045,0.159392554156984,0.275470316729136,0.438480503022093,0.104999567740084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160430,0.270392990715671,0.0702898813679306,0.191732427126009,0.304162637872231,0.546539996089245,0.107246536279953,0.174046046923442,0.238934671601013,0.172212938692867,0.114988843674824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160501,0.261932244160964,0.110358558980752,0.207510435376296,0.307764100011741,0.0916143639684834,0.193965682214981,0.186723494953788,0.242124143982961,0.431257790428231,0.115116477422125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160502,0.267603605035551,0.0880934344480636,0.193820588246685,0.298443492675449,0.591537919903099,0.206126411072572,0.188423232863874,0.272236579998441,0.417577046422662,0.131271568862806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160503,0.26650514279582,0.070820136219636,0.197539785945541,0.304620051359618,0.575365819672513,0.0857149799304181,0.163228186837681,0.209120812193046,0.200149558187146,0.149561988085478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160504,0.265668310586559,0.0657946412788962,0.158369002057479,0.314877915093769,0.548196823816465,0.177908273929368,0.153795281288189,0.173582825104282,0.40760295298266,0.220308593064865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160505,0.270176810207786,0.06157777184123,0.165792640131959,0.107960633114409,0.100024722479863,0.0849234260539835,0.245870881643446,0.164633723666398,0.437445024319046,0.247938971579058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160506,0.214310596044514,0.222786333608992,0.157097356119742,0.3179528939351,0.086131609517695,0.187043902139601,0.190761623927527,0.207715155295004,0.200275348676786,0.1193791735624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160507,0.192193339103065,0.0371382269328655,0.142844340342746,0.20380330298453,0.123019592736818,0.0836516170959616,0.0853780712044768,0.207117390486622,0.214407660652245,0.127182035869131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160508,0.227993094174244,0.0391764612285863,0.167677503292973,0.229453920453183,0.122647881649397,0.0415020214381649,0.48154128462896,0.206616671522525,0.0968992796148453,0.13959077190483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160509,0.203655592604276,0.0475907387058212,0.151749717272692,0.631290989875078,0.127257293121014,0.0791099235871635,0.125567946478303,0.231067829623584,0.130565488938435,0.124933245340051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160510,0.236473573427926,0.0483772491752387,0.12157609271596,0.0805684402348662,0.137567559404869,0.0766901373313186,0.249153526961231,0.192917513902207,0.164447212864251,0.103805716021788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160511,0.229026378269355,0.0540204104966304,0.123214091864967,0.144574790719267,0.403196044951671,0.0856237202344418,0.105014608605913,0.212727315162659,0.210885663517805,0.143999125993689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160512,0.227750412882438,0.0445416175785169,0.133240077457929,0.119886605561403,0.112013765892444,0.0847713974146574,0.149873551242931,0.129850751367827,0.0430310876677614,0.139509796548688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160513,0.295306021396839,0.0431084638699658,0.134777125726423,0.130579699541614,0.145425478771858,0.0815283549501677,0.147621727208453,0.227874902791463,0.081933974269296,0.0976835256020666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160514,0.266679201496708,0.0372263466398969,0.095169536885513,0.11146822811323,0.0890689302532857,0.118847897544986,0.207813494208233,0.169749056256947,0.0722999307328386,0.115956298872677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160515,0.275544220180481,0.0703711138692075,0.10881511232043,0.11104211043874,0.166959152101654,0.157585319016355,0.105831883438245,0.217238937522047,0.080967454671812,0.114551095675536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160516,0.191823488146031,0.0399983231399187,0.126527355987052,0.16969051682423,0.0958876125161488,0.0886816981917942,0.084072865734481,0.175661629132046,0.0761031058399818,0.0854327993799169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160517,0.218459208227571,0.0432231692588407,0.13129785803924,0.200220164046237,0.0773326533769596,0.11746257350334,0.0863308685617384,0.2089382138028,0.0404808010959442,0.082012544775609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160518,0.194151050034837,0.0564563582805854,0.140292348182438,0.153521196307014,0.104167583510553,0.0711436749369497,0.0910539696449213,0.173336876654132,0.0882848315117126,0.0826547338544028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160519,0.296212397346468,0.0690955153142512,0.150708463393318,0.170621580429351,0.144431583189307,0.0845141297697139,0.157003776202461,0.164181521678751,0.0742018563066696,0.0681169056427052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160520,0.193614061728628,0.0498688044583565,0.13813750244929,0.0366622137255858,0.206224245670867,0.0887277317495184,0.0823425636844391,0.119072236296633,0.0960784417173585,0.0928096482069007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160521,0.153867608593156,0.0677392116410435,0.129856322567894,0.157955805626412,0.499590898190225,0.0718923243984118,0.137906223503107,0.149627262417514,0.0742158587880493,0.148879495425729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160522,0.178329958924606,0.0637450709534353,0.141376229139678,0.191976652724661,0.519200736404124,0.0796810786731104,0.130693107004616,0.133118670123596,0.0846244546803528,0.234266518664469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160523,0.178212338396088,0.0823712990032757,0.154760859537156,0.283498527375706,0.103856226683856,0.105028311830259,0.138697036073265,0.140352961757973,0.0573751748746918,0.269661525852125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160524,0.212204499464526,0.0827527715569365,0.106699865817105,0.19234239877902,0.115531445597172,0.0594001388934788,0.139299795842967,0.116648448750089,0.300838132594467,0.252874091720059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160525,0.22957457699173,0.758500605186149,0.106800801035905,0.227700344749107,0.134415645714662,0.0758705261295431,0.148518069930684,0.121219611417725,0.0693775081326005,0.217043128764983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160526,0.225901921284407,0.131637346456794,0.101255688033533,0.0492768280984844,0.138483574172167,0.109515767687177,0.144037332140785,0.0990215843394967,0.0426648123788511,0.256425816453518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160527,0.241477057233461,0.0788194512270983,0.148090884575349,0.0756871457729002,0.143898087051351,0.0824325863853886,0.135516206305177,0.0966028346079996,0.26030586361367,0.123763509593722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160528,0.207933767434268,0.0684675365089193,0.155772586793682,0.0878400931300514,0.0801807923326279,0.185429611554473,0.150481770946648,0.154932549217342,0.248629250104068,0.236625837864095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160529,0.202364980898735,0.0679021751781791,0.17779114206058,0.0656277115597382,0.146656701307862,0.0599417958361702,0.149493071138345,0.109292175832353,0.146916482942342,0.134599945123943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160530,0.262850491282031,0.0701543854467428,0.135458897134355,0.0456777087047689,0.114501665284087,0.0754242895169799,0.138389465836707,0.0920892711323318,0.0545917067402424,0.138672823758797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160531,0.261520321162508,0.0655131696143964,0.164778329047991,0.0303686437849071,0.0946491040355873,0.0464724025796557,0.169532390697187,0.0803950849806484,0.0441863924380541,0.187177990637567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160601,0.218324899541952,0.102070981733536,0.208018409330853,0.0291751054658655,0.0870738690160524,0.0905292262855736,0.11712313780478,0.0715375926858367,0.126084392267397,0.163538591538548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160602,0.200284350842003,0.0680565348248308,0.160647934758288,0.0334256624220127,0.106405326860564,0.0703904857441714,0.112351119879646,0.0867913447047837,0.15528740494355,0.118628715134191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160603,0.222850806616403,0.133821105922581,0.106966950089548,0.0884455591919927,0.122176424900376,0.10472717735192,0.13005477927144,0.0917377259386119,0.138711234098393,0.115593893255484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160604,0.21025097633798,0.112072893751736,0.223169568618688,0.0812892444987492,0.122379038876386,0.0712593617692636,0.135529861388432,0.162474952651933,0.158842322789484,0.178946732898816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160605,0.194088738110832,0.0961815739114956,0.11511632784103,0.0494102008184468,0.125121052080642,0.0584642337481451,0.101185259959832,0.151006589280409,0.134473550967797,0.13339661700322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160606,0.190472858524235,0.08581670095229,0.103679673624386,0.0814681598803802,0.0830978744748489,0.0568564856551685,0.101260770109808,0.124410274130992,0.125680021466856,0.224004522395292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160607,0.221385810696665,0.227803045968878,0.193643758076154,0.0528427102772577,0.10540209166984,0.0815650755485314,0.0713240859230666,0.0975165426826995,0.122484695815276,0.31490545115886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160608,0.208401954043813,0.188103080757582,0.132699308818449,0.0431332418420392,0.102356614398089,0.143452670330585,0.0883847991702983,0.113540842271361,0.128434914007858,0.352577481565691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160609,0.213019371333762,0.0846075453108398,0.136997682685228,0.0520562516299879,0.117243637639817,0.133691235222003,0.0939016876445038,0.136384010420345,0.058708257244486,0.119220617249778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160610,0.274759782255964,0.0695606415649772,0.129879181989203,0.071492733437758,0.12660771473066,0.100002950184262,0.0911592604662872,0.122799832396982,0.0556824737406625,0.288319306725782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160611,0.253890331269462,0.067345337138289,0.129537319275021,0.0579419470585116,0.0823374071025537,0.0832862774212984,0.0666872359595852,0.159461956708327,0.0652970245342342,0.118333928687886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160612,0.193538933107331,0.10188815179034,0.138841147202105,0.0842718158689298,0.127030869013501,0.169348519454363,0.0785985186592459,0.147315965540843,0.0786218355308151,0.189303167566387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160613,0.188747285079585,0.09330116711326,0.168965059269249,0.0774096263540276,0.116445888106894,0.179436223596166,0.0982863767521781,0.179829494149298,0.0642387498010063,0.136541761096898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160614,0.198309560005652,0.0873236369435243,0.219828214245105,0.0613488208948996,0.0944538718326818,0.225269377600836,0.0388067231392855,0.0916908617418282,0.168776405736334,0.174306566442548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160615,0.267035252873297,0.1187618055468,0.225008098561863,0.0712696937634057,0.177037717588573,0.241520611493737,0.0677130112607464,0.112002611061742,0.150909205408807,0.146449586234944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160616,0.183818240701524,0.173899194582372,0.209710791580859,0.120778197241929,0.102049810897083,0.0824163686583284,0.112872220077867,0.107239171345073,0.0695705916602556,0.166915078936806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160617,0.121466198656768,0.225999142957775,0.100382139020392,0.133843285719111,0.144677730372017,0.0909690926683654,0.0413848479076146,0.161821327637922,0.138491974823424,0.132784341763845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160618,0.178542353678117,0.196955238385145,0.0817251512920315,0.0988237972649209,0.116539991397829,0.177255145110221,0.0941129964877037,0.0858719870199561,0.231848276639527,0.156219577809921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160619,0.181567796278721,0.147929129504656,0.108618934021382,0.115843116049672,0.139085761560016,0.0972472724008906,0.106416827783461,0.169701329036762,0.082999091507268,0.148918058953192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160620,0.214119393354597,0.0923947308426927,0.10717397269662,0.135210992365323,0.173043280825866,0.135873387023321,0.0943379289119176,0.332806470901813,0.167795228931275,0.1448102961911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160621,0.261000518260569,0.102518327210942,0.114678009992002,0.0511000502284747,0.154790710569466,0.164194002954339,0.0800660949661547,0.238965843255776,0.0749391238073828,0.120809969596228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160622,0.261771467426937,0.144090790507718,0.174069175977079,0.101872302122711,0.168777595758357,0.110769999760749,0.058661670394528,0.123324488400349,0.226359026389645,0.0996800024795795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160623,0.254822168298196,0.155369911322538,0.152239626532331,0.164086222038635,0.131746131039374,0.0939371216153558,0.0711056310186462,0.105898758516916,0.11999171070938,0.298030465064251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160624,0.263376949592752,0.176349748346828,0.169120995556046,0.100950392558516,0.18754189390177,0.208293964011023,0.118705413065041,0.209677329875269,0.137841838208598,0.307990605154851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160625,0.31426791920081,0.128249565407135,0.192105655287952,0.169436122637083,0.18508253606519,0.173193464457405,0.101936258761692,0.270092058180981,0.129338189270305,0.270729934545239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160626,0.353839647303383,0.100852586113643,0.137808980679894,0.149817816584572,0.142829934123898,0.157225688481912,0.0749841591741565,0.111592955571704,0.16122076745435,0.277502140569638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160627,0.367504875787608,0.552601934711665,0.169143499219704,0.162467398202179,0.164477888184866,0.0817699952475813,0.0912225162433864,0.0783591309869579,0.14998844118933,0.245425927459205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160628,0.391443402862213,0.617767932788823,0.200039791014706,0.198325467817085,0.141173684791631,0.1042490692047,0.166274239100437,0.0972973877719189,0.138691506240064,0.208362732638853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160629,0.460261895318417,0.553720436640482,0.137692679286529,0.286444346476478,0.187955976537213,0.120027186013669,0.072618303590227,0.0707094272808377,0.258990685383693,0.299277539520861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160630,0.488091682792074,0.446451127865743,0.278082997493126,0.558574080893032,0.138924118661867,0.138479773716098,0.073979649010717,0.403535074605891,0.152566229041668,0.201983764555912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160701,0.487930162709644,0.354603833168351,0.255890726002805,0.640932268082341,0.193794562524784,0.138292037487406,0.0789294990310605,0.388914175610568,0.16318363751988,0.291840710753711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160702,0.320131245008191,0.348501106004528,0.266197675532477,0.601689770207405,0.230773522065352,0.138200863674615,0.0985384042292978,0.0840618404435786,0.146735602224322,0.272029536924872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160703,0.524758896308757,0.339965658751971,0.150513479946141,0.216531795510724,0.118328578368046,0.146694991231883,0.0889568378746404,0.0759261661907945,0.147649018059042,0.302219445411953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160704,0.358593445953183,0.331619913257332,0.175717633049056,0.266678675277307,0.148405023220958,0.145729518438981,0.110063806124993,0.389036723794681,0.0889194640441364,0.0796431414520227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160705,0.569852869402011,0.405705248463784,0.336637334056141,0.251601482903291,0.237575688399849,0.154579407509878,0.0761912286696005,0.390255989901728,0.0990873376677712,0.307269970272434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160706,0.352059959154199,0.439262510229085,0.295731592882442,0.207244108437825,0.1185671478011,0.130551243220305,0.0884315186164464,0.394019414022698,0.0854503446784493,0.322904059414724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160707,0.580271441265624,0.542223500399532,0.367401825570578,0.20711200735739,0.206458635360846,0.430843168310151,0.121012906079601,0.43483869499289,0.10155469065176,0.140120350041637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160708,0.623069542391281,0.55732381908187,0.223499384037302,0.284674987134415,0.193871002989559,0.0766766334344055,0.144956323461146,0.462552259384911,0.137253213290959,0.172318077543162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160709,0.56502701455949,0.528648216533552,0.227013152380748,0.30687539626858,0.190753691293477,0.147233293961062,0.13612646409346,0.484865210079257,0.0871767408244589,0.166076797674004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160710,0.458711417507361,0.57204194957367,0.228765825371565,0.302541655387946,0.210846925953135,0.144825006244416,0.142488475931928,0.494952366610678,0.0932042175193574,0.169160751147817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160711,0.517562197186516,0.539710958375399,0.226303869833619,0.244996170441715,0.190102873950619,0.152164851556527,0.0519372297945496,0.478375341907206,0.097073823469263,0.150102953281076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160712,0.58843029633263,0.481079065569003,0.294025911340162,0.241875420477036,0.193741091829849,0.160827643222376,0.168035054424474,0.121834323918655,0.263247344756551,0.194672349259214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160713,0.596596281396766,0.502940470321112,0.309530495783725,0.216528834314278,0.191724257155344,0.160548277515436,0.081478166251871,0.0919215131365824,0.114934139133143,0.163229250675213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160714,0.399127018007945,0.549683006548896,0.31985628298354,0.296294467781252,0.161141990550091,0.160235777073132,0.148615618209611,0.196670356861916,0.106047700196296,0.187812911022018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160715,0.392708242315784,0.565462868806202,0.345985192020348,0.240621039936977,0.105842098922958,0.163034451658072,0.145189820104693,0.130267842737109,0.104465408286965,0.166343987190371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160716,0.351893681970232,0.523779840500581,0.294569634277602,0.248122082215096,0.162690798751399,0.172314820860498,0.142687401115029,0.190724456807664,0.0999359290464609,0.375928706630548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160717,0.393403461085553,0.547542651383188,0.313656222096358,0.259329750280158,0.314274627615407,0.200094900190392,0.139836363612158,0.16149161953904,0.113588375556757,0.157269529158364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160718,0.460853318410903,0.56663368447891,0.318381165049487,0.238081491867375,0.313523580425232,0.190200554462935,0.115133202454058,0.163889727141644,0.115038604437725,0.193186894195504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160719,0.552104302561822,0.575113039684382,0.424311160645791,0.248448784587538,0.20832909638449,0.0863654223788514,0.131497966726399,0.173891464841424,0.107091820985368,0.226127855534626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160720,0.49479789731766,0.614425652700482,0.352388468613618,0.291649685032006,0.284209081443088,0.111145907024354,0.143373028050695,0.230212203336648,0.161155023101556,0.159940803430595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160721,0.48806022191425,0.550480729347985,0.338914320949202,0.292234828699226,0.252270654968653,0.176392907336512,0.12738124673915,0.166604137263451,0.100928003676746,0.218572561584377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160722,0.461449885394176,0.471719297158219,0.261648009406666,0.295630913434697,0.269263697387387,0.10588795370742,0.134042333820927,0.17924323475888,0.139727205759155,0.167159630551867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160723,0.556645375346638,0.54215025828707,0.257334853760732,0.306936233305817,0.260041284438675,0.0959003829592948,0.374730621759404,0.173947270887123,0.117329864073608,0.183078546319198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160724,0.499285753205626,0.590123548862055,0.373404496414575,0.164829251979349,0.254782361745997,0.391250004850163,0.373034737763127,0.195664126295693,0.115471518458279,0.108290936530222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160725,0.554605602493858,0.569821064819978,0.341454472278613,0.257815504442969,0.253155570541328,0.429372320700323,0.378452844518304,0.158514174659965,0.244566845980571,0.15829209341995,0.378285363956585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160726,0.551330451236026,0.555458587960519,0.384851935944694,0.272410955638721,0.261800084571085,0.504970067334821,0.170481774541621,0.13629113468276,0.25816156216386,0.164469087865221,0.569822762558954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160727,0.54385651696736,0.546819239228126,0.384623282104736,0.271925202372522,0.233066147506528,0.104332025207948,0.161670586124107,0.738014932297121,0.289000062280603,0.156906440934284,0.971275606881004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160728,0.610973927951768,0.552542648384011,0.379237151135273,0.268731674855958,0.291906524099493,0.0944403966091561,0.138431691568472,0.184472599842025,0.232236538834845,0.161210918814091,0.547722513544263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
