Dates,601318 CH Equity,600036 CH Equity,600030 CH Equity,601166 CH Equity,601398 CH Equity,601328 CH Equity,300059 CH Equity,000001 CH Equity,600000 CH Equity,600016 CH Equity,601688 CH Equity,600837 CH Equity,601288 CH Equity,002142 CH Equity,601229 CH Equity,601211 CH Equity,601601 CH Equity,600999 CH Equity,601169 CH Equity,601988 CH Equity,601818 CH Equity,601628 CH Equity,600919 CH Equity,000166 CH Equity,000776 CH Equity,601009 CH Equity,601939 CH Equity,601788 CH Equity,601336 CH Equity,600958 CH Equity,600015 CH Equity,600109 CH Equity,601377 CH Equity,300033 CH Equity,601901 CH Equity,002736 CH Equity,000783 CH Equity,601108 CH Equity,601555 CH Equity,601066 CH Equity,600705 CH Equity,601162 CH Equity,600061 CH Equity,600926 CH Equity,601878 CH Equity,000728 CH Equity,601881 CH Equity,601838 CH Equity,600390 CH Equity,601198 CH Equity,601997 CH Equity,002958 CH Equity,601998 CH Equity,002673 CH Equity,601319 CH Equity,600369 CH Equity,601658 CH Equity,002939 CH Equity,000627 CH Equity,601916 CH Equity,601577 CH Equity,601236 CH Equity,600928 CH Equity,601077 CH Equity,002945 CH Equity,1299 HK Equity,5 HK Equity,939 HK Equity,2318 HK Equity,388 HK Equity,1398 HK Equity,3988 HK Equity,2628 HK Equity,11 HK Equity,2388 HK Equity,3328 HK Equity,2882 TT Equity,2881 TT Equity,2886 TT Equity,2891 TT Equity,2884 TT Equity,2892 TT Equity,5880 TT Equity,2880 TT Equity,5876 TT Equity,2885 TT Equity,2801 TT Equity,5871 TT Equity,2887 TT Equity,2883 TT Equity,2890 TT Equity,2888 TT Equity,2823 TT Equity,2834 TT Equity,6592 TT Equity,2812 TT Equity,2809 TT Equity,2845 TT Equity,2889 TT Equity,9941 TT Equity,2838 TT Equity,2867 TT Equity,6005 TT Equity,2849 TT Equity,2905 TT Equity,2820 TT Equity,2855 TT Equity,2897 TT Equity,2850 TT Equity,2851 TT Equity,2836 TT Equity,6024 TT Equity,2832 TT Equity,2816 TT Equity,2852 TT Equity,601375 CH Equity,601099 CH Equity,600909 CH Equity,600816 CH Equity,002839 CH Equity,002797 CH Equity,002500 CH Equity,000750 CH Equity,000712 CH Equity,000686 CH Equity,000562 CH Equity,23 HK Equity,3328 HK Equity 
2006-01-17,12744.0643,9877.2652,1851.9345,,,24220.8758,,1481.1051,4999.0082,3554.3839,,193.0344,,,,,,,,,,25544.4393,,,60.7119,,,,,,2525.2588,42.6787,,,,,425.0526,,,,229.5474,,112.3997,,,121.5393,,,63.7568,,,,,,,48.7007,,,143.0475,,,,,,,,189988.352,85488.2028,12744.0643,4720.8736,,,25544.4393,25422.1951,21136.0152,24220.8758,16065.4734,7146.4656,7619.7805,5762.9711,2005.7009,4352.3688,,4151.8093,,1294.5482,2517.853,,2889.7088,4347.6546,3817.1286,3406.4535,366.0268,1070.2585,,344.1844,376.1872,869.2373,722.1977,204.1463,528.3059,,571.3945,550.2792,119.2899,553.5329,536.4743,,105.9133,182.0597,256.4712,,153.9968,120.2477,101.6329,,,,137.9247,,,,74.6505,73.639,83.2106,311.6764,4635.7736,24220.8758
2006-01-18,12783.3549,9874.8169,1925.2885,,,24514.9876,,1502.4426,5313.1623,3688.446,,196.7438,,,,,,,,,,26060.8875,,,62.066,,,,,,2649.5631,43.6358,,,,,432.1012,,,,235.5617,,116.9962,,,126.2155,,,65.1956,,,,,,,48.9022,,,145.9607,,,,,,,,188809.4523,85483.7927,12783.3549,4672.6701,,,26060.8875,25371.5706,21134.9249,24514.9876,15659.1669,6967.7777,7466.0463,5663.0908,1936.5789,4262.7386,,3996.1235,,1259.9402,2440.5979,,2822.7142,4192.021,3679.1444,3253.5621,352.232,1039.3754,,344.2708,367.96,852.2139,706.1654,202.2443,523.9604,,550.0398,545.4598,116.968,548.7485,525.4933,,103.1534,179.0106,246.8451,,150.9266,116.9421,101.2342,,,,137.8905,,,,74.3654,75.6972,84.9984,320.6528,4635.5345,24514.9876
2006-01-19,13461.429,9876.2857,1980.9428,,,25694.4445,,1514.726,5401.3053,3697.9922,,197.7979,,,,,,,,,,26749.1723,,,62.5316,,,,,,2665.5758,44.2582,,,,,443.6136,,,,234.3823,,120.7136,,,130.5134,,,67.3215,,,,,,,48.4823,,,145.9824,,,,,,,,190256.1037,87650.3271,13461.429,4788.7737,,,26749.1723,25517.5352,21337.8053,25694.4445,15600.5254,6902.4263,7410.2017,5583.7306,1945.2759,4261.1467,,3994.6311,,1279.1489,2589.3604,,2869.3501,4190.4555,3633.0559,3265.0268,355.1891,1057.6596,,340.7917,367.8226,854.6174,699.3045,202.5357,516.9479,,551.9573,521.318,115.9134,545.9314,521.7478,,105.0678,179.7218,250.6697,,150.8702,116.8985,99.5901,,,,137.911,,,,74.1099,79.6733,85.614,322.2097,4654.6513,25694.4445
2006-01-20,13021.5314,9885.1081,2019.6573,,,25398.1235,,1504.0084,5396.4157,3674.2788,,201.7358,,,,,,,,,,26230.4316,,,61.9022,,,,,,2662.7461,44.0336,,,,,454.0359,,,,218.7902,,118.9698,,,125.9187,,,66.5874,,,,,,,48.3118,,,144.637,,,,,,,,189810.3824,87646.9363,13021.5314,4802.2897,,,26230.4316,25491.8944,21064.3028,25398.1235,15557.4149,6906.7251,7379.4239,5631.3758,1974.7657,4227.5129,,3987.8234,,1270.0999,2605.9498,,2871.1372,4158.4119,3657.6897,3260.7164,358.5008,1050.3109,,337.1724,359.6101,855.1496,699.74,201.9276,511.0171,,548.0526,505.6741,115.1427,554.1126,525.6242,,104.3516,179.0552,243.7713,,150.4708,115.8375,96.0358,,,,138.0342,,,,75.777,79.1775,85.6905,321.7423,4664.2086,25398.1235
2006-01-23,13141.7003,9879.4698,1981.5815,,,25546.4458,,1491.0867,5335.0838,3798.1893,,199.2286,,,,,,,,,,26576.2543,,,63.2367,,,,,,2702.8904,44.8886,,,,,455.2084,,,,216.2358,,117.0513,,,127.9871,,,69.0632,,,,,,,47.857,,,142.3419,,,,,,,,187915.6638,86924.8233,13141.7003,4795.5627,,,26576.2543,25393.9347,20792.162,25546.4458,15516.0234,6885.0095,7356.8036,5610.4445,1954.5826,4217.7655,,3948.4024,,1250.6653,2646.8656,,2843.146,4175.7061,3627.973,3185.0946,356.8884,1038.5975,,336.651,359.4103,847.7671,699.3357,202.03,513.7131,,535.4004,490.673,115.283,553.7925,515.3282,,103.2158,179.7999,245.5722,,149.6104,115.5602,93.6107,,,,137.9555,,,,71.4671,77.9992,89.2603,321.5588,4644.8537,25546.4458
2006-01-24,13499.2849,9883.514,2080.8966,,,25838.1153,,1511.0071,5308.1289,3817.7524,,198.2845,,,,,,,,,,26399.9364,,,64.4045,,,,,,2703.9968,43.8504,,,,,435.3459,,,,218.7549,,118.9506,,,127.1831,,,66.709,,,,,,,46.3804,,,143.8758,,,,,,,,187889.0115,86912.4946,13499.2849,4938.7291,,,26399.9364,25390.333,20925.5357,25838.1153,15570.0433,6860.2187,7410.5773,5621.884,1968.9036,4208.9191,,3939.3145,,1240.8562,2684.631,,2859.2975,4175.9673,3616.9671,3204.4056,363.1178,1046.7037,,337.634,356.0419,845.0852,699.3794,201.674,513.7453,,533.3006,489.1001,113.9358,551.2024,518.927,,102.8298,179.8111,247.1618,,149.6198,114.0493,93.6166,,,,138.0119,,,,70.1625,78.0311,87.0845,326.2213,4614.9861,25838.1153
2006-01-25,13416.9855,9882.9011,2151.5629,,,25981.0718,,1532.6358,5472.9096,3979.58,,195.1956,,,,,,,,,,26395.1717,,,63.2586,,,,,,2776.7648,41.7345,,,,,435.3189,,,,198.0824,,118.9432,,,122.8932,,,65.5137,,,,,,,48.7285,,,143.1291,,,,,,,,187416.8701,86896.8086,13416.9855,5026.8695,,,26395.1717,25361.1042,20717.3119,25981.0718,15787.1784,7064.199,7626.2161,5679.1025,1988.4572,4246.688,,3996.5735,,1280.806,2655.3815,,2924.1068,4229.4895,3741.6982,3269.1338,361.6792,1053.7342,,338.2207,356.1533,845.3496,709.5451,201.7371,518.474,,533.4675,489.7878,114.8182,561.8772,515.5217,,104.4323,181.4314,251.1761,,150.1621,114.4646,96.875,,,,138.0034,,,,71.2252,81.238,85.8725,323.1806,4653.0912,25981.0718
2006-01-26,13299.0769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188027.8418,86909.1328,13299.0769,5068.6798,,,26226.3733,25389.3509,20788.4089,25837.1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4663.487,25837.1159
2006-01-27,13697.2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189471.7192,88349.6446,13697.2123,5184.6545,,,26741.5856,25510.2978,21195.4482,26572.9209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702.0061,26572.9209
2006-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-01,13816.1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187998.7548,89068.0807,13816.1224,5163.7748,,,27257.4076,25508.6535,21057.7857,26718.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4682.2343,26718.826
2006-02-02,13737.5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188307.8978,89076.1188,13737.5001,5177.9391,,,27604.9291,25412.3625,20991.5318,26573.6061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4692.3921,26573.6061
2006-02-03,13136.4489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186964.1775,88338.256,13136.4489,5067.5691,,,26738.1385,25260.5649,20715.7096,25683.8457,16256.3092,7188.3664,7579.7498,6044.444,2075.2906,4348.6978,,4083.8317,,1280.9029,2765.2721,,3112.0617,4334.9188,3929.0805,3377.4291,364.9546,1063.1166,,341.259,363.2582,858.5146,716.779,201.3438,522.7764,,539.9592,490.6044,115.0601,567.6055,515.3548,,106.7764,182.3055,251.7978,,152.0645,114.9786,94.9012,,,,,,,,,,,,4633.2638,25683.8457
2006-02-06,13574.4366,9890.7529,2168.6748,,,26419.5034,,1545.9311,5608.4787,4117.9026,,201.1667,,,,,,,,,,28288.123,,,64.2231,,,,,,2862.3922,43.0013,,,,,452.862,,,,200.6722,,121.3536,,,124.705,,,67.6851,,,,,,,49.6227,,,144.7196,,,,,,,,187531.5191,90502.3419,13574.4366,5108.1966,,,28288.123,25332.2125,20781.9781,26419.5034,16733.1465,7188.8145,7686.487,6431.6009,2075.42,4503.3164,,4186.421,,1276.0559,2840.3887,,3327.1684,4404.5521,3996.4933,3568.108,380.4425,1079.2107,,345.5942,368.3499,855.8425,726.7337,204.6633,525.6534,,542.1188,495.9621,115.5734,570.2568,520.7186,,108.7388,183.096,255.7358,,155.0365,116.6878,100.5372,,,,138.113,,,,71.2818,81.3026,90.9723,330.9944,4652.3115,26419.5034
2006-02-07,13652.7025,9889.4025,2079.0563,,,26564.0168,,1521.5681,5471.6506,3982.1979,,201.1393,,,,,,,,,,28802.2475,,,62.6147,,,,,,2799.4439,43.5241,,,,,448.5015,,,,204.2929,,122.2633,,,129.8297,,,68.7353,,,,,,,50.0437,,,147.6529,,,,,,,,186925.6247,92663.6488,13652.7025,5319.8503,,,28802.2475,25279.9954,20711.4379,26564.0168,16556.7166,7208.309,7600.9015,6272.2105,2066.5963,4429.9266,,4103.7773,,1265.7248,2805.9251,,3328.8748,4437.6272,3912.6199,3616.1578,378.825,1069.3026,,340.7839,360.0539,860.346,717.0654,203.4273,514.3551,,550.3986,490.6708,118.4421,565.2276,522.044,,107.108,180.7659,255.4297,,152.9024,116.38,97.7071,,,,138.0942,,,,72.0728,79.2119,92.3686,348.3278,4681.9592,26564.0168
2006-02-08,13327.5011,9891.9809,2048.7895,,,26109.8423,,1521.9648,5511.9623,4001.2599,,198.7966,,,,,,,,,,27755.2743,,,63.3167,,,,,,2784.5304,43.3592,,,,,478.7174,,,,209.2115,,123.2216,,,132.0066,,,69.5481,,,,,,,49.6289,,,150.6452,,,,,,,,186551.8095,94793.9159,13327.5011,5283.302,,,27755.2743,25219.6658,20566.1667,26109.8423,16521.0031,7106.5377,7502.189,6040.4551,2021.4314,4350.3067,,4060.7385,,1236.5521,2735.9512,,3269.0443,4300.6094,3875.7723,3489.2606,365.1345,1056.0274,,339.0335,355.3545,849.0159,704.5519,201.9372,507.9161,,544.1216,483.5506,116.4927,557.9232,505.9869,,106.7074,178.5438,249.0267,,149.8813,114.819,96.9427,,,,138.1302,,,,73.6937,80.7454,93.8017,340.1049,4699.3676,26109.8423
2006-02-09,13608.7484,9892.9635,2027.4247,,,25966.0085,,1495.5394,5361.8151,3974.6191,,195.0522,,,,,,,,,,28104.0428,,,62.18,,,,,,2722.2271,42.6584,,,,,484.4987,,,,211.6653,,120.9174,,,132.0197,,,68.3626,,,,,,,50.9175,,,146.9675,,,,,,,,187162.2177,94083.6302,13608.7484,5188.226,,,28104.0428,25223.2401,20569.0814,25966.0085,16484.309,7065.8738,7485.5262,5939.532,2026.2794,4304.6971,,4051.7194,,1238.6823,2722.4564,,3198.7539,4273.8933,3833.9219,3481.5107,364.3235,1060.2922,,338.2805,352.8928,839.0366,709.5265,200.7613,507.3511,,534.4958,568.2204,116.234,556.684,501.3449,,105.3089,178.9185,246.9206,,149.5484,114.0024,95.9313,,,,138.1439,,,,72.3658,81.1316,89.5835,333.3359,4729.2263,25966.0085
2006-02-10,13693.858,9896.8958,2031.313,,,25828.4576,,1500.9679,5383.3985,4003.2479,,195.1297,,,,,,,,,,28459.8779,,,63.8056,,,,,,2770.2627,43.028,,,,,509.0692,,,,220.268,,120.502,,,132.0721,,,68.7874,,,,,,,50.7237,,,148.5036,,,,,,,,187380.6361,94844.0093,13693.858,5162.843,,,28459.8779,25257.6347,20577.0348,25828.4576,16590.312,7087.5412,8032.566,5847.3491,2036.0776,4479.0278,,4145.3356,,1225.0709,2780.345,,3230.0553,4294.5599,3885.8639,3517.2899,366.0852,1078.7038,,337.5326,354.5992,843.0938,716.243,201.7321,509.2386,,537.0804,570.3481,117.6351,559.3759,502.0016,,105.8181,179.7836,248.8949,,153.2181,114.7417,95.9952,,,,138.1988,,,,72.1274,82.4882,92.0358,335.7369,4808.9324,25828.4576
2006-02-13,13930.1689,9902.6772,2054.0891,,,26117.5806,,1501.8447,5381.6774,3996.5649,,197.6414,,,,,,,,,,28798.1649,,,63.1564,,,,,,2818.862,43.2296,,,,,536.6285,,,,216.7437,,119.1812,,,132.5783,,,66.971,,,,,,,51.1816,,,152.2866,,,,,,,,186607.099,99888.8356,13930.1689,5298.5592,,,28798.1649,25103.961,20640.3821,26117.5806,16429.6329,7138.4231,8549.7525,5827.6592,2005.8434,4481.9452,,4177.486,,1216.0619,2763.5538,,3250.7392,4280.0988,3761.8111,3549.5002,363.3195,1059.1837,,336.396,355.0801,842.9566,707.2823,200.3244,504.1403,,531.0571,564.1026,116.7372,560.0852,496.7878,,107.4004,179.1783,248.8344,,154.1705,113.6055,96.4692,,,,,,,,74.5752,82.1578,89.873,336.6896,4963.5358,26117.5806
2006-02-14,14328.5756,9899.3552,2074.9823,,,28181.9254,,1506.1761,5418.7861,4049.3355,,199.972,,,,,,,,,,30176.1624,,,63.8214,,,,,,2812.698,43.7443,,,,,539.3172,,,,216.671,,120.0684,,,138.1097,,,68.2742,,,,,,,50.7363,,,153.7135,,,,,,,,187619.533,105674.0459,14328.5756,5435.1927,,,30176.1624,25275.1093,21048.0176,28181.9254,16282.9288,7316.8777,8445.9078,5873.7683,1991.6323,4483.0554,,4242.3843,,1218.8105,2814.4744,,3258.0868,4255.317,3725.8264,3557.523,362.6042,1089.4442,,337.1564,352.5253,842.1541,712.1628,200.7772,500.7583,,532.2575,566.6161,116.4982,556.1535,497.9107,,106.4773,179.5832,246.2793,,153.5379,114.0502,95.8882,,,,,,,,75.0846,81.5625,91.2529,335.064,5099.5269,28181.9254
