Dates,GCNY3M Index,GCNY10YR Index,SHIF3M Index,FXI US EQUITY,VXFXI INDEX
2008-08-04,,4.49,4.3488,44.17,
2008-08-05,,4.49,4.3345,45.02,
2008-08-06,,4.48,4.3342,45.24,
2008-08-07,,4.49,4.3217,42.68,
2008-08-08,,4.54,4.3152,43.75,
2008-08-11,,4.55,4.3261,42.9,
2008-08-12,,4.53,4.3228,41.44,
2008-08-13,,4.52,4.3187,41,
2008-08-14,,4.51,4.3268,40.95,
2008-08-15,,4.49,4.3141,41,
2008-08-18,,4.48,4.3153,40,
2008-08-19,,4.47,4.3242,39.43,
2008-08-20,,4.46,4.324,41.61,
2008-08-21,,4.44,4.3241,40.9,
2008-08-22,,4.44,4.3249,41.38,
2008-08-25,,4.44,4.3178,40.96,
2008-08-26,,4.44,4.3208,41.96,
2008-08-27,,4.36,4.3239,43.43,
2008-08-28,,4.37,4.3223,42.68,
2008-08-29,,4.36,4.3246,42.11,
2008-09-01,,4.22,4.3214,,
2008-09-02,,4.16,4.3224,41.33,
2008-09-03,,4.14,4.3125,40.19,
2008-09-04,,4.15,4.3138,38.2,
2008-09-05,,4.18,4.3106,39.17,
2008-09-08,,4.18,4.3156,39.64,
2008-09-09,,4.16,4.3145,37.56,
2008-09-10,,4.12,4.3213,38.1,
2008-09-11,,4.12,4.318,37.31,
2008-09-12,,4.05,4.3216,37.43,
2008-09-15,,,,34.84,
2008-09-16,,3.85,4.3039,35.4,
2008-09-17,,3.85,4.2935,30.88,
2008-09-18,,,4.29,35.08,
2008-09-19,,3.78,4.2964,39.06,
2008-09-22,,3.8,4.3012,36.62,
2008-09-23,,3.81,4.3059,35.75,
2008-09-24,,3.81,4.3072,36.2,
2008-09-25,,3.81,4.3086,37.18,
2008-09-26,,3.8,4.3065,36.15,
2008-09-29,,,,30.88,
2008-09-30,,,,34.47,
2008-10-01,,,,34.252,
2008-10-02,,,,32.71,
2008-10-03,,,,32.324,
2008-10-06,,3.78,4.3042,30.1,
2008-10-07,,3.7,4.3049,28.38,
2008-10-08,,3.65,4.3017,28.09,
2008-10-09,,3.3,4.2721,26,
2008-10-10,,3.29,4.2661,27.43,
2008-10-13,,3.25,4.2554,32.99,
2008-10-14,,3.3,4.2453,31.39,
2008-10-15,,3.26,4.2339,26.73,
2008-10-16,,3.29,4.2206,29.07,
2008-10-17,,3.21,4.209,27.37,
2008-10-20,,3.31,4.2077,29.67,
2008-10-21,,3.32,4.2024,26.78,
2008-10-22,,3.3,4.194,23.91,
2008-10-23,,3.25,4.1842,24.05,
2008-10-24,,3.23,4.1768,21.65,
2008-10-27,,3.24,4.1666,19.42,
2008-10-28,,3.24,4.148,23.31,
2008-10-29,,3.18,4.1335,22.49,
2008-10-30,,3.11,4.0941,25.65,
2008-10-31,,3.11,4.0655,25.16,
2008-11-03,,3.13,4.0359,25.45,
2008-11-04,,3.12,4.0121,27.21,
2008-11-05,,3.09,3.9902,24.65,
2008-11-06,,3.08,3.9739,22.69,
2008-11-07,,3.06,3.9598,25.6,
2008-11-10,,3.03,3.9405,26.61,
2008-11-11,,3,3.9081,25.05,
2008-11-12,,2.96,3.8723,24.08,
2008-11-13,,2.9,3.8439,27.66,
2008-11-14,,2.92,3.8101,25.15,
2008-11-17,,3,3.7725,25.1,
2008-11-18,,3,3.7275,24.28,
2008-11-19,,3.02,3.6873,22.28,
2008-11-20,,3.07,3.6431,21.16,
2008-11-21,,3.07,3.5982,24.46,
2008-11-24,,3.06,3.5518,24.93,
2008-11-25,,3.12,3.5146,24.41,
2008-11-26,,3.18,3.4735,27.23,
2008-11-27,,3,2.813,,
2008-11-28,,3.02,2.7534,26.59,
2008-12-01,,3.04,2.7162,24.6,
2008-12-02,,3.06,2.6862,26.41,
2008-12-03,,3.03,2.6733,27.25,
2008-12-04,,2.99,2.6516,25.85,
2008-12-05,,2.92,2.6233,27.83,
2008-12-08,,2.94,2.589,30.3,
2008-12-09,,2.99,2.556,29.078,
2008-12-10,,2.98,2.5198,31.24,
2008-12-11,,3,2.4513,30.12,
2008-12-12,,3,2.3861,29.99,
2008-12-15,,2.93,2.3452,29.05,
2008-12-16,,2.93,2.3159,31.17,
2008-12-17,,2.84,2.2818,30.76,
2008-12-18,,2.79,2.2469,30.48,
2008-12-19,,2.76,2.2,30.55,
2008-12-22,,2.74,2.1683,28.86,
2008-12-23,,2.75,2.0653,27.61,
2008-12-24,,2.78,1.9966,27.97,
2008-12-25,,2.76,1.9461,,
2008-12-26,,2.76,1.9051,28.06,
2008-12-29,,2.76,1.8551,28.24,
2008-12-30,,2.76,1.8052,28.75,
2008-12-31,,2.76,1.7782,29.09,
2009-01-01,,,,,
2009-01-02,,,,31.11,
2009-01-05,,2.75,1.698,31.46,
2009-01-06,,2.74,1.6516,31.56,
2009-01-07,,2.71,1.6206,29.3,
2009-01-08,,2.74,1.5899,28.78,
2009-01-09,,2.7,1.5535,27.71,
2009-01-12,,2.72,1.5241,26.17,
2009-01-13,,2.78,1.4985,25.88,
2009-01-14,,2.84,1.482,25.18,
2009-01-15,,2.9,1.4679,25.61,
2009-01-16,,2.93,1.449,25.95,
2009-01-19,,2.9,1.4328,,
2009-01-20,,2.92,1.4231,23.74,
2009-01-21,,3.05,1.4066,25.1,
2009-01-22,,3.05,1.3997,23.85,
2009-01-23,,3.02,1.3852,24.5,
2009-01-26,,,,24.62,
2009-01-27,,,,24.98,
2009-01-28,,,,25.93,
2009-01-29,,,,24.54,
2009-01-30,,,,25.11,
2009-02-02,,3.08,1.3472,24.99,
2009-02-03,,3.13,1.3438,25.53,
2009-02-04,,3.13,1.3399,26.21,
2009-02-05,,3.29,1.3331,27.18,
2009-02-06,,3.19,1.3278,28.47,
2009-02-09,,3.2,1.3239,28.25,
2009-02-10,,3.25,1.315,26.86,
2009-02-11,,3.25,1.3087,26.98,
2009-02-12,,3.15,1.3038,26.46,
2009-02-13,,3.14,1.2995,26.81,
2009-02-16,,3.17,1.2948,,
2009-02-17,,3.22,1.2916,24.9,
2009-02-18,,3.23,1.2867,25.57,
2009-02-19,,3.19,1.2845,25.57,
2009-02-20,,3.15,1.2829,25.14,
2009-02-23,,3.14,1.2846,24.8,
2009-02-24,,3.13,1.2807,26.15,
2009-02-25,,3.13,1.2793,25.51,
2009-02-26,,3.12,1.2779,24.81,
2009-02-27,,3.1,1.2748,24.31,
2009-03-02,,3.12,1.2716,22.8,
2009-03-03,,3.13,1.2716,23.3,
2009-03-04,,3.13,1.2714,25.46,
2009-03-05,,3.21,1.2688,23.99,
2009-03-06,,3.24,1.2659,24,
2009-03-09,,3.19,1.2652,23.68,
2009-03-10,,3.18,1.2613,25.61,
2009-03-11,,3.15,1.2563,25.1,
2009-03-12,,3.13,1.2538,25.974,
2009-03-13,,3.12,1.2522,26.437,
2009-03-16,,3.12,1.2488,27.09,
2009-03-17,,3.12,1.2469,27.49,
2009-03-18,,3.11,1.2445,27.7,
2009-03-19,,3.12,1.2443,27.21,
2009-03-20,,3.13,1.2415,26.418,
2009-03-23,,3.12,1.2391,29.09,
2009-03-24,,3.13,1.2364,28.51,
2009-03-25,,3.12,1.2341,28.64,
2009-03-26,,3.13,1.2318,30.16,
2009-03-27,,3.14,1.2293,29.7,
2009-03-30,,3.15,1.2275,27.79,
2009-03-31,,3.16,1.2241,28.53,
2009-04-01,,3.19,1.2232,29.22,
2009-04-02,,3.18,1.2228,30.8,
2009-04-03,,3.19,1.2214,30.95,
2009-04-06,,,,30.9,
2009-04-07,,3.2,1.2191,30.29,
2009-04-08,,3.2,1.2177,30.51,
2009-04-09,,3.2,1.2153,31.85,
2009-04-10,,3.2,1.2144,,
2009-04-13,,3.2,1.2133,32.17,
2009-04-14,,3.2,1.2129,32.07,
2009-04-15,,3.19,1.2121,33.09,
2009-04-16,,3.18,1.2113,32.937,
2009-04-17,,3.18,1.211,32.44,
2009-04-20,,3.18,1.2101,31.37,
2009-04-21,,3.17,1.2115,32.23,
2009-04-22,,3.18,1.2133,31.14,
2009-04-23,,3.18,1.213,31.71,
2009-04-24,,3.18,1.2137,32.32,
2009-04-27,,3.17,1.214,30.89,
2009-04-28,,3.17,1.2133,30.55,
2009-04-29,,3.16,1.2141,31.96,
2009-04-30,,3.16,1.2144,31.98,
2009-05-01,,,,32.27,
2009-05-04,,3.14,1.2152,35.159,
2009-05-05,,3.12,1.2153,34.3,
2009-05-06,,3.09,1.2141,35.431,
2009-05-07,,3.09,1.2128,34.35,
2009-05-08,,3.08,1.2117,35.91,
2009-05-11,,3.08,1.2107,34.36,
2009-05-12,,3.07,1.2096,34.37,
2009-05-13,,3.08,1.2086,33.58,
2009-05-14,,3.08,1.2068,33.77,
2009-05-15,,3.06,1.2044,33.68,
2009-05-18,,3.06,1.2044,35.66,
2009-05-19,,3.06,1.2055,35.8,
2009-05-20,,3.06,1.2062,35.38,
2009-05-21,,3.06,1.2059,34.73,
2009-05-22,,3.07,1.2065,34.69,
2009-05-25,,3.06,1.2151,,
2009-05-26,,3.06,1.2181,35.12,
2009-05-27,,3.07,1.2217,35.36,
2009-05-28,,,,36.16,
2009-05-29,,,,37.37,
2009-06-01,,3.09,1.2248,39.53,
2009-06-02,,3.09,1.225,38.718,
2009-06-03,,3.08,1.2249,38.02,
2009-06-04,,3.08,1.2258,38.75,
2009-06-05,,3.09,1.2274,39.04,
2009-06-08,,3.1,1.2269,38.55,
2009-06-09,,3.1,1.2243,38.07,
2009-06-10,,3.09,1.2261,39.17,
2009-06-11,,3.15,1.2272,40.12,
2009-06-12,,3.13,1.2303,39.56,
2009-06-15,,3.14,1.2323,38.23,
2009-06-16,,3.14,1.2341,37.23,
2009-06-17,,3.14,1.2345,37.35,
2009-06-18,,3.14,1.2371,37.16,
2009-06-19,,3.14,1.258,37.27,
2009-06-22,,3.15,1.2748,36.08,
2009-06-23,,3.17,1.2825,35.81,
2009-06-24,,3.19,1.2908,36.88,
2009-06-25,,3.17,1.2925,37.97,
2009-06-26,,3.18,1.2978,38.37,
2009-06-29,,3.18,1.3068,38.78,
2009-06-30,,3.21,1.3179,38.37,
2009-07-01,,3.26,1.3215,38.72,
2009-07-02,,3.25,1.323,37.44,
2009-07-03,,3.25,1.3263,,
2009-07-06,,3.26,1.3298,38.17,
2009-07-07,,3.26,1.3361,36.8,
2009-07-08,,3.26,1.3428,36.51,
2009-07-09,,3.29,1.3681,37.15,
2009-07-10,,3.3,1.3836,36.87,
2009-07-13,,3.31,1.4037,36.708,
2009-07-14,,3.32,1.4112,37.42,
2009-07-15,,3.37,1.4245,39.02,
2009-07-16,,3.39,1.4429,38.73,
2009-07-17,,3.43,1.4757,39.34,
2009-07-20,,3.47,1.5107,40.92,
2009-07-21,,3.45,1.5667,40.72,
2009-07-22,,3.43,1.5898,40.42,
2009-07-23,,3.46,1.6051,42.06,
2009-07-24,,3.43,1.6137,42.26,
2009-07-27,,3.47,1.6269,42.67,
2009-07-28,,3.48,1.6414,42.87,
2009-07-29,,3.49,1.6523,41.26,
2009-07-30,,3.46,1.663,42,
2009-07-31,,3.48,1.6713,41.86,
2009-08-03,,3.54,1.6815,43.56,
2009-08-04,,3.54,1.6894,42.79,
2009-08-05,,3.54,1.695,41.79,
2009-08-06,,3.52,1.7054,41.99,
2009-08-07,,3.54,1.7135,41.81,
2009-08-10,,3.53,1.7206,41.88,
2009-08-11,,3.53,1.7279,41.37,
2009-08-12,,3.52,1.7285,41.54,
2009-08-13,,3.53,1.7319,41.78,
2009-08-14,,3.53,1.7336,41.04,
2009-08-17,,3.55,1.7371,39.132,
2009-08-18,,3.53,1.7391,40.03,
2009-08-19,,3.51,1.7391,40.06,
2009-08-20,,3.52,1.7366,40.6,
2009-08-21,,3.52,1.7335,40.78,
2009-08-24,,3.51,1.7324,40.4,
2009-08-25,,3.51,1.7316,40.53,
2009-08-26,,3.5,1.7334,40.26,
2009-08-27,,3.51,1.7333,40.3,
2009-08-28,,3.5,1.7327,39.81,
2009-08-31,,3.51,1.7334,39.31,
2009-09-01,,3.5,1.7358,38.41,
2009-09-02,,3.49,1.7385,38.72,
2009-09-03,,3.49,1.7404,39.68,
2009-09-04,,3.48,1.742,41.13,
2009-09-07,,3.49,1.7433,,
2009-09-08,,3.49,1.7439,42.36,
2009-09-09,,3.48,1.7441,42.17,
2009-09-10,,3.47,1.745,42.58,
2009-09-11,,3.48,1.7449,42.391,
2009-09-14,,3.46,1.7458,42.41,
2009-09-15,,3.46,1.7483,42.29,
2009-09-16,,3.47,1.7501,43.8,
2009-09-17,,3.46,1.7523,43.56,
2009-09-18,,3.47,1.7539,43.36,
2009-09-21,,3.47,1.756,42.78,
2009-09-22,,3.47,1.7574,43.14,
2009-09-23,,3.46,1.7597,42.32,
2009-09-24,,3.5,1.7616,41.2,
2009-09-25,,3.5,1.7635,41.23,
2009-09-28,,3.5,1.7639,41.37,
2009-09-29,,3.49,1.7657,41.36,
2009-09-30,,3.51,1.7687,40.92,
2009-10-01,,,,39.6525,
2009-10-02,,,,39.51,
2009-10-05,,,,40.47,
2009-10-06,,,,41.53,
2009-10-07,,,,42.02,
2009-10-08,,,,42.73,
2009-10-09,,3.52,1.7703,42.89,
2009-10-12,,3.58,1.7716,42.45,
2009-10-13,,3.6,1.7725,42.77,
2009-10-14,,3.66,1.7729,44.29,
2009-10-15,,3.72,1.7743,44.16,
2009-10-16,,3.76,1.7762,43.17,
2009-10-19,,3.73,1.7794,44.49,
2009-10-20,,3.72,1.7812,44.18,
2009-10-21,,3.72,1.7818,43.91,
2009-10-22,,3.71,1.7812,44.32,
2009-10-23,,3.7,1.7821,44.36,
2009-10-26,,3.7,1.784,43.95,
2009-10-27,,3.71,1.7861,43.86,
2009-10-28,,3.73,1.7883,42.19,
2009-10-29,,3.7,1.7884,43.23,
2009-10-30,,3.71,1.7894,41.7,
2009-11-02,,3.73,1.7911,42.74,
2009-11-03,,,1.792,42.55,
2009-11-04,,3.73,1.7927,43.19,
2009-11-05,,3.73,1.7933,44.21,
2009-11-06,,3.74,1.794,44.17,
2009-11-09,,3.73,1.7955,45.72,
2009-11-10,,3.75,1.7971,45.37,
2009-11-11,,3.74,1.7968,45.46,
2009-11-12,,3.75,1.7967,44.63,
2009-11-13,,3.75,1.7957,45.38,
2009-11-16,,3.74,1.7977,46.35,
2009-11-17,,3.74,1.798,46.22,
2009-11-18,,3.74,1.7985,45.62,
2009-11-19,,3.74,1.8007,44.67,
2009-11-20,,3.74,1.8021,44.6,
2009-11-23,,3.72,1.8036,45.59,
2009-11-24,,3.73,1.804,45.01,
2009-11-25,,3.72,1.8044,45.16,
2009-11-26,,3.72,1.8031,,
2009-11-27,,3.71,1.8047,43.11,
2009-11-30,,3.66,1.8064,43.7,
2009-12-01,,3.66,1.8082,44.91,
2009-12-02,,3.66,1.8085,45,
2009-12-03,,3.61,1.8092,44.68,
2009-12-04,,3.6,1.8102,45.33,
2009-12-07,,3.63,1.8102,44.64,
2009-12-08,,3.63,1.8114,43.65,
2009-12-09,,3.62,1.812,43.58,
2009-12-10,,3.63,1.8137,43.53,
2009-12-11,,3.63,1.8152,43.58,
2009-12-14,,3.63,1.8157,43.76,
2009-12-15,,3.63,1.8171,43.28,
2009-12-16,,3.63,1.8183,42.94,
2009-12-17,,3.63,1.8189,41.76,
2009-12-18,,3.64,1.8193,41.5,
2009-12-21,,3.62,1.8194,41.38,
2009-12-22,,3.64,1.8215,41.32,
2009-12-23,,3.63,1.8264,41.76,
2009-12-24,,3.64,1.8292,42.38,
2009-12-25,,3.64,1.8284,,
2009-12-28,,3.63,1.8305,42.18,
2009-12-29,,3.64,1.8318,42.04,
2009-12-30,,3.63,1.8324,42.01,
2009-12-31,,3.64,1.8319,42.26,
2010-01-01,,,,,
2010-01-04,,3.66,1.8312,43.14,
2010-01-05,,3.66,1.8298,44.03,
2010-01-06,,3.65,1.8288,44.56,
2010-01-07,,3.66,1.8321,43.87,
2010-01-08,,3.66,1.8369,44,
2010-01-11,,3.66,1.8403,44.07,
2010-01-12,,3.66,1.8439,43,
2010-01-13,,3.7,1.8522,42.48,
2010-01-14,,3.69,1.8584,42.13,
2010-01-15,,3.68,1.8649,41.45,
2010-01-18,,3.69,1.8674,,
2010-01-19,,3.69,1.8723,42.77,
2010-01-20,,3.67,1.875,41.14,
2010-01-21,,3.65,1.8819,39.61,
2010-01-22,,3.66,1.8866,39.07,
2010-01-25,,3.62,1.889,39.69,
2010-01-26,,3.6,1.893,38.55,
2010-01-27,,3.59,1.8963,38.33,
2010-01-28,,3.59,1.9017,38.51,
2010-01-29,,3.57,1.9048,38.36,
2010-02-01,,3.55,1.9074,39.56,
2010-02-02,,3.54,1.9074,39.84,
2010-02-03,,3.52,1.9081,39.84,
2010-02-04,,3.5,1.9061,38.02,
2010-02-05,,3.53,1.9051,37.57,
2010-02-08,,3.51,1.9055,37.17,
2010-02-09,,3.51,1.9128,38.461,
2010-02-10,,3.5,1.9203,38.63,
2010-02-11,,3.51,1.9305,39.68,
2010-02-12,,3.49,1.928,38.91,
2010-02-15,,,,,
2010-02-16,,,,39.56,
2010-02-17,,,,39.7,
2010-02-18,,,,39.71,
2010-02-19,,,,39.03,
2010-02-22,,3.51,1.9365,39.16,
2010-02-23,,3.51,1.9351,38.65,
2010-02-24,,3.5,1.9394,39.32,
2010-02-25,,3.47,1.9421,38.99,
2010-02-26,,3.5,1.9443,39.59,
2010-03-01,,3.43,1.9436,40.59,
2010-03-02,,3.38,1.9467,40.9,
2010-03-03,,3.37,1.9455,40.78,
2010-03-04,,3.38,1.9465,40.16,
2010-03-05,,3.37,1.9461,41.18,
2010-03-08,,3.37,1.9433,41.32,
2010-03-09,,3.37,1.9453,41.41,
2010-03-10,,3.4,1.9436,41.51,
2010-03-11,,3.4,1.9419,41.35,
2010-03-12,,3.46,1.9416,41.24,
2010-03-15,,3.46,1.9407,40.75,
2010-03-16,,3.46,1.9405,40.96,
2010-03-17,,3.44,1.9406,41.62,
2010-03-18,,3.42,1.943,41.42,
2010-03-19,,3.39,1.942,41.08,
2010-03-22,,3.4,1.941,41.11,
2010-03-23,,3.42,1.9413,41.24,
2010-03-24,,3.42,1.9415,40.76,
2010-03-25,,3.42,1.9408,40.02,
2010-03-26,,3.44,1.9405,40.83,
2010-03-29,,3.45,1.943,41.62,
2010-03-30,,3.47,1.9408,42.26,
2010-03-31,,3.47,1.9419,42.1,
2010-04-01,,3.5,1.9394,43.27,
2010-04-02,,3.5,1.9378,,
2010-04-05,,,,43.79,
2010-04-06,,3.5,1.9395,43.84,
2010-04-07,,3.5,1.9409,43.56,
2010-04-08,,3.52,1.9401,43.7725,
2010-04-09,,3.54,1.9388,44.59,
2010-04-12,,3.53,1.9392,43.99,
2010-04-13,,3.54,1.9396,43.84,
2010-04-14,,3.53,1.9392,44.28,
2010-04-15,,3.52,1.94,43.9,
2010-04-16,,3.51,1.9418,42.31,
2010-04-19,,3.52,1.9413,41.91,
2010-04-20,,3.48,1.9412,42.59,
2010-04-21,,3.46,1.942,41.99,
2010-04-22,,3.46,1.938,42.18,
2010-04-23,,3.46,1.9384,42.05,
2010-04-26,,3.45,1.9376,42.07,
2010-04-27,,3.43,1.9373,40.46,
2010-04-28,,3.41,1.9364,40.9,
2010-04-29,,3.43,1.9394,40.98,
2010-04-30,,3.41,1.9398,40.84,
2010-05-03,,,,41.21,
2010-05-04,,3.37,1.941,39.685,
2010-05-05,,3.36,1.9433,39.06,
2010-05-06,,3.36,1.9465,37.7499,
2010-05-07,,3.35,1.9479,38.24,
2010-05-10,,3.36,1.9489,40.35,
2010-05-11,,3.31,1.9478,39.62,
2010-05-12,,3.33,1.9459,39.82,
2010-05-13,,3.32,1.9459,39.61,
2010-05-14,,3.3,1.9464,38.88,
2010-05-17,,3.3,1.9477,38.68,
2010-05-18,,3.27,1.9513,38.435,
2010-05-19,,3.25,1.9497,38.37,
2010-05-20,,3.23,1.95,37.0225,
2010-05-21,,3.25,1.9542,38.21,
2010-05-24,,3.23,1.9658,38.43,
2010-05-25,,3.26,1.9923,37.97,
2010-05-26,,3.26,2.0389,37.92,
2010-05-27,,3.26,2.0677,39.73,
2010-05-28,,3.26,2.0925,39.38,
2010-05-31,,3.23,2.1201,,
2010-06-01,,3.28,2.1885,38.48,
2010-06-02,,3.3,2.224,39.53,
2010-06-03,,3.28,2.2584,39.31,
2010-06-04,,3.27,2.2536,38.365,
2010-06-07,,3.27,2.252,38,
2010-06-08,,3.26,2.2669,38.82,
2010-06-09,,3.28,2.2803,39.095,
2010-06-10,,3.27,2.2994,40.04,
2010-06-11,,3.3,2.3128,40.27,
2010-06-14,,,,40.11,
2010-06-15,,,,41.03,
2010-06-16,,,,41.1,
2010-06-17,,3.31,2.3716,40.62,
2010-06-18,,3.39,2.4137,40.66,
2010-06-21,,3.4,2.4621,41.6,
2010-06-22,,3.42,2.5215,40.95,
2010-06-23,,3.4,2.5622,41.26,
2010-06-24,,3.41,2.6033,40.77,
2010-06-25,,3.4,2.6259,41.18,
2010-06-28,,3.37,2.6288,40.96,
2010-06-29,,3.34,2.638,39.31,
2010-06-30,,3.31,2.6308,39.13,
2010-07-01,,3.3,2.6261,39.38,
2010-07-02,,3.28,2.621,39.02,
2010-07-05,,3.3,2.6126,,
2010-07-06,,3.27,2.6149,39.76,
2010-07-07,,3.27,2.6069,40.04,
2010-07-08,,3.29,2.5978,39.95,
2010-07-09,,3.27,2.5944,40.68,
2010-07-12,,3.24,2.5978,40.47,
2010-07-13,,3.24,2.5953,40.86,
2010-07-14,,3.21,2.5905,40.48,
2010-07-15,,3.25,2.5849,39.86,
2010-07-16,,3.23,2.5814,38.74,
2010-07-19,,3.22,2.5709,39.07,
2010-07-20,,3.21,2.5692,40.14,
2010-07-21,,3.23,2.5483,40.02,
2010-07-22,,3.23,2.5298,41.12,
2010-07-23,,3.24,2.5165,41.46,
2010-07-26,,3.26,2.5039,41.37,
2010-07-27,,3.28,2.4768,41.17,
2010-07-28,,3.29,2.4647,41.18,
2010-07-29,,3.29,2.4609,41.09,
2010-07-30,,3.29,2.4475,41.24,
2010-08-02,,3.31,2.4468,42.391,
2010-08-03,,3.32,2.4447,41.98,
2010-08-04,,3.33,2.443,42.14,
2010-08-05,,3.31,2.4473,42.03,
2010-08-06,,3.31,2.4528,41.95,
2010-08-09,,3.31,2.4557,42.22,
2010-08-10,,3.31,2.4625,41.3,
2010-08-11,,3.31,2.4674,40.15,
2010-08-12,,3.3,2.4646,40.01,
2010-08-13,,3.29,2.4651,40.05,
2010-08-16,,3.29,2.4663,40.5,
2010-08-17,,3.28,2.4687,40.84,
2010-08-18,,3.28,2.4671,40.71,
2010-08-19,,3.28,2.4673,40.44,
2010-08-20,,3.28,2.4672,40.54,
2010-08-23,,3.28,2.4654,39.98,
2010-08-24,,3.27,2.4686,39.58,
2010-08-25,,3.26,2.4688,39.55,
2010-08-26,,3.25,2.4723,39.22,
2010-08-27,,3.27,2.4896,39.97,
2010-08-30,,3.27,2.5035,39.36,
2010-08-31,,3.27,2.512,39.29,
2010-09-01,,3.24,2.5151,40.3,
2010-09-02,,3.24,2.5127,40.71,
2010-09-03,,3.25,2.5144,40.95,
2010-09-06,,3.25,2.5286,,
2010-09-07,,3.27,2.5319,40.54,
2010-09-08,,3.27,2.5358,40.72,
2010-09-09,,3.26,2.538,40.91,
2010-09-10,,3.28,2.5388,40.79,
2010-09-13,,3.29,2.5418,41.93,
2010-09-14,,3.31,2.5512,42.1,
2010-09-15,,3.29,2.5608,41.83,
2010-09-16,,3.33,2.5657,41.59,
2010-09-17,,3.32,2.5677,41.96,
2010-09-20,,3.32,2.5689,42.48,
2010-09-21,,3.35,2.5732,42.45,
2010-09-22,,,,42.21,
2010-09-23,,,,41.89,
2010-09-24,,,,42.85,
2010-09-27,,3.32,2.5972,42.63,
2010-09-28,,3.32,2.6046,42.49,
2010-09-29,,3.35,2.6092,42.72,
2010-09-30,,3.33,2.6113,42.82,
2010-10-01,,,,43.1,
2010-10-04,,,,43.35,
2010-10-05,,,,44.27,
2010-10-06,,,,44.24,
2010-10-07,,,,43.86,
2010-10-08,,3.34,2.6164,44.4,
2010-10-11,,3.35,2.6215,44.82,
2010-10-12,,3.38,2.6362,44.68,
2010-10-13,,3.41,2.6406,45.74,
2010-10-14,,3.42,2.6442,45.88,
2010-10-15,,3.42,2.6506,46.2,
2010-10-18,,3.41,2.6528,46.33,
2010-10-19,,3.42,2.6533,45.24,
2010-10-20,,3.56,2.7331,46.18,
2010-10-21,,3.66,2.7643,46.14,
2010-10-22,,3.66,2.7893,45.67,
2010-10-25,,3.66,2.8034,46.22,
2010-10-26,,3.68,2.8115,46.17,
2010-10-27,,3.7,2.8165,45.08,
2010-10-28,,3.7,2.8265,45.11,
2010-10-29,,3.7,2.8302,44.972,
2010-11-01,,3.7,2.8344,45.43,
2010-11-02,,3.71,2.8391,46.0125,
2010-11-03,,3.74,2.8412,46.99,
2010-11-04,,3.79,2.8448,47.88,
2010-11-05,,3.82,2.8452,47.828,
2010-11-08,,3.82,2.847,47.93,
2010-11-09,,3.85,2.8575,46.91,
2010-11-10,,3.81,2.865,47.24,
2010-11-11,,3.97,2.8727,47.45,
2010-11-12,,3.9,2.8817,46.022,
2010-11-15,,3.92,2.887,45.42,
2010-11-16,,3.85,2.8907,44.11,
2010-11-17,,3.89,2.8922,44.16,
2010-11-18,,3.88,2.8956,45.1,
2010-11-19,,3.81,2.8996,44.66,
2010-11-22,,3.86,2.9174,44.48,
2010-11-23,,3.94,2.9688,43.47,
2010-11-24,,3.9,3.0127,44.2,
2010-11-25,,3.99,3.0707,,
2010-11-26,,3.99,3.1367,43.2,
2010-11-29,,4.02,3.1925,43.84,
2010-11-30,,4.01,3.2498,43.34,
2010-12-01,,3.98,3.2865,44.45,
2010-12-02,,3.9,3.3274,45.06,
2010-12-03,,3.89,3.3453,44.42,
2010-12-06,,3.92,3.374,43.84,
2010-12-07,,3.91,3.394,43.99,
2010-12-08,,3.86,3.42,43.3,
2010-12-09,,3.87,3.5292,43.36,
2010-12-10,,3.91,3.632,43.43,
2010-12-13,,3.89,3.666,43.87,
2010-12-14,,3.88,3.7205,43.78,
2010-12-15,,3.85,3.8158,42.76,
2010-12-16,,3.84,3.8548,42.6,
2010-12-17,,3.86,3.8842,42.59,
2010-12-20,,3.84,3.9181,42.38,
2010-12-21,,3.83,3.9496,43.27,
2010-12-22,,3.83,4.113,43.15,
2010-12-23,,3.83,4.179,42.6,
2010-12-24,,3.83,4.3264,,
2010-12-27,,3.87,4.5641,42.548,
2010-12-28,,3.93,4.6021,42.19,
2010-12-29,,3.93,4.6236,42.78,
2010-12-30,,3.9,4.6216,42.67,
2010-12-31,,3.91,4.6234,43.09,
2011-01-03,,,,43.73,
2011-01-04,,3.88,4.5583,44.2825,
2011-01-05,,3.86,4.522,44.32,
2011-01-06,,3.83,4.4648,43.97,
2011-01-07,,3.86,4.4184,43.65,
2011-01-10,,3.85,4.3408,43.31,
2011-01-11,,3.86,4.2643,43.798,
2011-01-12,,3.88,4.1951,44.69,
2011-01-13,,3.9,4.172,44.56,
2011-01-14,,3.9,4.1398,44.55,
2011-01-17,,3.95,4.1383,,
2011-01-18,,3.99,4.1671,44.22,
2011-01-19,,3.97,4.3572,44.34,
2011-01-20,,4,4.6839,43.61,
2011-01-21,,4,4.9322,43.23,
2011-01-24,,4.01,5.0497,43.07,
2011-01-25,,4.01,5.2502,42.83,
2011-01-26,,3.98,5.4415,43.09,
2011-01-27,,4.02,5.5597,43.14,
2011-01-28,,4.02,5.6207,42.03,
2011-01-31,,4.02,5.7464,42.55,
2011-02-01,,4.03,5.6437,42.84,
2011-02-02,,,,42.79,
2011-02-03,,,,42.68,
2011-02-04,,,,42.87,
2011-02-07,,,,42.47,
