date,X601398.CH.EQUITY,X1398.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601288.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600958.CH.EQUITY,X600837.CH.EQUITY,X600816.CH.EQUITY,X3056.TT.EQUITY,X601108.CH.EQUITY,X600919.CH.EQUITY,X600369.CH.EQUITY,X2905.TT.EQUITY,X3040.TT.EQUITY,X600061.CH.EQUITY,X600848.CH.EQUITY,X300059.CH.EQUITY,X3266.TT.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X601155.CH.EQUITY,X6005.TT.EQUITY,X001979.CH.EQUITY,X2852.TT.EQUITY,X2841.TT.EQUITY,X1463.TT.EQUITY,X2890.TT.EQUITY,X2838.TT.EQUITY,X17.HK.EQUITY,X2509.TT.EQUITY,X2891.TT.EQUITY,X2007.HK.EQUITY,X1997.HK.EQUITY,X2506.TT.EQUITY,X2816.TT.EQUITY,X2701.TT.EQUITY,X2849.TT.EQUITY,X1903.TT.EQUITY,X2388.HK.EQUITY,X2880.TT.EQUITY,X2845.TT.EQUITY,X5876.TT.EQUITY,X600926.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY
20200416,0.0315524253337247,0.0619914759183727,0.0229035291704158,0.0134307508333326,0.0651215213133799,0.0478430997062348,0.0846917220536569,0.029808528464651,0.0245370812942444,0.0522390042238564,0.0439484402696076,0.0276753288679108,0.0175306181691295,0.0737827053728096,0.0529787171010793,0.0656276491694223,0.0339411165924124,0.101706373143231,0.0163114319855414,0.0955770326400874,0.0344131328554871,0.0271892904290648,0.0223633433156216,0.0474009477496046,0.0189449805533702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200417,0.0402877173749684,0.0576603252033656,0.02311347302025,0.0193592385873836,0.0319253201255983,0.0445057329592338,0.0333027906386722,0.0234107382160392,0.0391132920137065,0.0489013551392113,0.0481662139566943,0.0195041842641088,0.0199854396784421,0.0263538695407159,0.0972080814083917,0.0646415836967633,0.0506878605837688,0.0512039143655703,0.015203729623047,0.0198470221240191,0.0288035431312599,0.0223487645737086,0.0444570196274465,0.0452743621007817,0.0268288252940126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200420,0.0270254290634182,0.0483138929489217,0.027564821752692,0.016779281978191,0.0317504495097659,0.0444349974019841,0.0528149019200879,0.0357912056042597,0.0761952687685603,0.0374184385795049,0.0644353737809389,0.01911739632808,0.0223587329689133,0.0257110898730295,0.0845273191207894,0.0648223582597295,0.0703597909483057,0.103624394918252,0.0165038104201531,0.0248539610872822,0.0287168668352024,0.0235534459596107,0.062338563649209,0,0.0373565628090062,0.0886322778216373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200421,0.0492440195980641,0.0556607446064464,0.0262110288354637,0.0215773777725031,0.0343895993296157,0.043471305306639,0.0530266572814862,0.0369892960329017,0.057504753269628,0.0310984785552619,0.0628025908503602,0.0733818130330596,0.0176519637191722,0.0243074808576698,0.0789415259052088,0.0660487233418622,0.0425893941014699,0.116340367732554,0.0154499319655923,0.0441557045336805,0.0264288666921806,0.0285035758372544,0.0390753376032407,0.135877642264512,0.0256789627609692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200422,0.0409165485856132,0.0494963781110984,0.0265574702480939,0.017298235169399,0.0323328668671599,0.0405415734596661,0.0547198087012838,0.0196645809157085,0.025156575422683,0.0455097863897334,0.0608212849250878,0.0247142529841255,0.0163774723471758,0.0299347721342856,0.0951865138260185,0.0458666165514969,0.0477343094338403,0.117746028454879,0.0260055450403442,0.0398799528001771,0.0299291131985542,0.0281018060651751,0.0315166212629441,0.129401568239725,0.0229747729911667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200423,0.0424474340912642,0.0620947803853439,0.107368881348386,0.0244302919605847,0.0254187794856448,0.0520297603375619,0.0542923786886431,0.055747729891541,0.0192475210217896,0.0444572335334694,0.0616422722885885,0.0326553397723582,0.0228916442485331,0.032249630328388,0.100073418283486,0.0460948914064159,0.0533040539634573,0.0979477455796351,0.0201972430369007,0.0445652189379523,0.0301057055623829,0.0279846076406175,0.0207013951458081,0,0.0229788832137397,0,0.0306650262121296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200424,0.0363844619768313,0.0580242986699604,0.0259948856952568,0.0244833478706198,0.0536072019038444,0.0452015896564786,0.025550663842165,0.0479082658205071,0.0171029245693865,0.0352118345431035,0.0621617537917144,0.0327904601476245,0.02036916116104,0.0562931274688913,0.107475818070159,0.0443871538521787,0.0468513012756644,0.0956289669926273,0.0209076810368722,0.0551986657921354,0.0332250259225194,0.0249731829141624,0.0320422289974704,0.136543806554768,0.020666745495957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200427,0.0544082229853147,0.0570200781308295,0.0271379962737939,0.0269892190186734,0.0213694799658085,0.0524788576412746,0.0544979430388844,0.0470759425414307,0.0174103901919606,0.0258466839694687,0.0631648485117797,0.0327879217882769,0.0226585914598517,0.0378832777449214,0.0358051164788536,0.0524473721543355,0.0560052195077557,0.100985577273315,0.026034580674059,0.052630312186038,0.0319431629029349,0.0291762601680525,0.0337996807076671,0,0.0538917000923323,0,0.0168640123347673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200428,0.0540609567817604,0.0620670794101454,0.02727660140214,0.019692288527969,0.0226936297514534,0.0544809335986431,0.053354805388621,0.0459804198191245,0.0220751998000905,0.0270017773405758,0.0448121580472239,0.0384203289294738,0.0215099246922681,0.0511029429200682,0.0382272012291321,0.0430042816731386,0.0608724174260493,0.103433200205239,0.0231972368752973,0.0462417868981108,0.0337809114589292,0.030648978296314,0.0417785997766826,0,0.0220543550789491,0,0.0191989037479193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200429,0.121349386985357,0.0659159094211661,0.0261939754201093,0.0266322925891403,0.0202084051784578,0.0659054794677191,0.0565070175879845,0.0462564733442647,0.0233056874801688,0.0229423026590741,0.0562541423152056,0.0529168808586235,0.0216983491247066,0.057612199338934,0.0493997788794574,0.0355878367709525,0.078641399240124,0.10494130345892,0.0278682719137341,0.0602621633664365,0.053413003808627,0.0292659850983879,0.0339608029626131,0,0.0215348550388874,0,0.0179979810427827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200430,0.0539271914255583,0.0562560023083153,0.0280489560078205,0.0187925895643049,0.0233626302028641,0.0639572702985442,0.0521340792923547,0.0432752472254288,0.0212590796850979,0.0409381811971077,0.0516770748982935,0.0348358664188663,0.0228103260632288,0.0736821652195791,0.0447166706924119,0.0359858947904461,0.0850119546194513,0.103092077671393,0.0282074123922816,0.0432723848509959,0.0319449946957245,0.0357905568820317,0.0202917397187321,0,0.0200781004419303,0,0.0141216355571805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
