date,name,lambda
20190416,X2628.HK.EQUITY,0.044615447359813
20190417,X601398.CH.EQUITY,0.048504843910503
20190418,X601939.CH.EQUITY,0.0533771163888939
20190419,X601328.CH.EQUITY,0.0598592753100357
20190422,X601939.CH.EQUITY,0.0583708139447341
20190423,X601328.CH.EQUITY,0.0549490956999833
20190424,X601939.CH.EQUITY,0.0612930827788803
20190425,X601328.CH.EQUITY,0.0668711294353933
20190426,X601988.CH.EQUITY,0.062206370662964
20190429,X601939.CH.EQUITY,0.0596969704860423
20190430,X601939.CH.EQUITY,0.0717131752890801
20190506,X601328.CH.EQUITY,0.0647337851789691
20190507,X601328.CH.EQUITY,0.0670912541777079
20190508,X601939.CH.EQUITY,0.0762390282813751
20190509,X601328.CH.EQUITY,0.0656035623338279
20190510,X2628.HK.EQUITY,0.0550826517086782
20190513,X601939.CH.EQUITY,0.0659062514618821
20190514,X601939.CH.EQUITY,0.0562056776179197
20190515,X601939.CH.EQUITY,0.0677569877503021
20190516,X2628.HK.EQUITY,0.0535837200071008
20190517,X2628.HK.EQUITY,0.0523143153912134
20190520,X2628.HK.EQUITY,0.0482101764544922
20190521,X601939.CH.EQUITY,0.0498487707565068
20190522,X2628.HK.EQUITY,0.052274231861502
20190523,X601939.CH.EQUITY,0.0602342482034668
20190524,X2628.HK.EQUITY,0.0592893727073967
20190527,X601939.CH.EQUITY,0.0514394366410518
20190528,X601318.CH.EQUITY,0.0620477644617959
20190529,X601988.CH.EQUITY,0.0536539905349097
20190530,X2628.HK.EQUITY,0.054572005842189
20190531,X601939.CH.EQUITY,0.0525542106651579
20190603,X2628.HK.EQUITY,0.0530483646765833
20190604,X2628.HK.EQUITY,0.055921168222536
20190605,X2628.HK.EQUITY,0.0706632788684413
20190606,X2628.HK.EQUITY,0.0666675667635493
20190610,X601398.CH.EQUITY,0.188865419110313
20190611,X2628.HK.EQUITY,0.0642709020357556
20190612,X2628.HK.EQUITY,0.0650489355447141
20190613,X2628.HK.EQUITY,0.0533398657030576
20190614,X2628.HK.EQUITY,0.0537863547119442
20190617,X2628.HK.EQUITY,0.0534369055745486
20190618,X601601.CH.EQUITY,0.0574884957826362
20190619,X601628.CH.EQUITY,0.825912770553692
20190620,X601601.CH.EQUITY,0.0586844002701244
20190621,X601328.CH.EQUITY,0.0440371840671772
20190624,X601318.CH.EQUITY,0.0493951336908468
20190625,X601318.CH.EQUITY,0.0454446412137676
20190626,X601318.CH.EQUITY,0.0477431512737799
20190627,X601601.CH.EQUITY,0.0453687558041777
20190628,X601601.CH.EQUITY,0.0454582130428631
20190701,X601601.CH.EQUITY,0.0469264864872505
20190702,X388.HK.EQUITY,0.0434657128940419
20190703,X388.HK.EQUITY,0.0516099377217469
20190704,X388.HK.EQUITY,0.0368242389058111
20190705,X601601.CH.EQUITY,0.0421008424438938
20190708,X388.HK.EQUITY,0.0340952915097052
20190709,X388.HK.EQUITY,0.0347198142323461
20190710,X388.HK.EQUITY,0.035737449761255
20190711,X388.HK.EQUITY,0.0366535135095613
20190712,X388.HK.EQUITY,0.0374163065295249
20190715,X2628.HK.EQUITY,0.0339071742802686
20190716,X601601.CH.EQUITY,0.044125220432938
20190717,X601601.CH.EQUITY,0.0472827586611551
20190718,X2628.HK.EQUITY,0.0369954968558074
20190719,X2628.HK.EQUITY,0.0405343778758638
20190722,X939.HK.EQUITY,0.0503987578665549
20190723,X939.HK.EQUITY,0.0456753306667822
20190724,X939.HK.EQUITY,0.0507216287464161
20190725,X939.HK.EQUITY,0.0541945756411985
20190726,X939.HK.EQUITY,0.055459315407195
20190729,X939.HK.EQUITY,0.0477700763719057
20190730,X939.HK.EQUITY,0.048365356147423
20190731,X939.HK.EQUITY,0.0472897888717089
20190801,X601601.CH.EQUITY,0.0421886333809543
20190802,X601318.CH.EQUITY,0.0318557678872757
20190805,X2628.HK.EQUITY,0.0301948490813233
20190806,X601318.CH.EQUITY,0.0407270334029228
20190807,X939.HK.EQUITY,0.0481550121357081
20190808,X939.HK.EQUITY,0.047023590848758
20190812,X939.HK.EQUITY,0.0319646448684434
20190813,X939.HK.EQUITY,0.0457908945244987
20190814,X939.HK.EQUITY,0.0497643236302013
20190815,X939.HK.EQUITY,0.0499982350589783
20190816,X939.HK.EQUITY,0.0439204002244992
20190819,X939.HK.EQUITY,0.0454768117940644
20190820,X939.HK.EQUITY,0.0443647555473868
20190821,X939.HK.EQUITY,0.0444789430196933
20190822,X939.HK.EQUITY,0.0501313244458604
20190823,X939.HK.EQUITY,0.0512027020977475
20190826,X939.HK.EQUITY,0.0487048349223498
20190827,X939.HK.EQUITY,0.0530357171873458
20190828,X939.HK.EQUITY,0.0492856946741292
20190829,X939.HK.EQUITY,0.0489976283722412
20190830,X939.HK.EQUITY,0.0467974542984107
20190902,X939.HK.EQUITY,0.0477085843151315
20190903,X939.HK.EQUITY,0.0393423149640469
20190904,X939.HK.EQUITY,0.0430082009169386
20190905,X3988.HK.EQUITY,0.0366479589171024
20190906,X939.HK.EQUITY,0.0387793615602972
20190909,X939.HK.EQUITY,0.0392229350612532
20190910,X939.HK.EQUITY,0.0400533607298549
20190911,X939.HK.EQUITY,0.0427808221256482
20190912,X939.HK.EQUITY,0.0404544230335677
20190916,X2628.HK.EQUITY,0.0512286705417087
20190917,X3988.HK.EQUITY,0.0296441520434406
20190918,X939.HK.EQUITY,0.0289119139532705
20190919,X939.HK.EQUITY,0.0509403916765188
20190920,X601166.CH.EQUITY,0.0290037123371988
20190923,X601328.CH.EQUITY,0.0426497454519052
20190924,X939.HK.EQUITY,0.0292532479544436
20190925,X939.HK.EQUITY,0.0331371082729709
20190926,X2318.HK.EQUITY,0.0325385955683011
20190927,X601939.CH.EQUITY,0.0333969995141178
