date,name,lambda
20200701,X2867.TT.EQUITY,0.125185579126716
20200702,X2867.TT.EQUITY,0.11234419425177
20200703,X2501.TT.EQUITY,0.0864497765237447
20200706,X2501.TT.EQUITY,0.0621604067981167
20200707,X2905.TT.EQUITY,0.0654143328185258
20200708,X2849.TT.EQUITY,0.033120350293276
20200709,X83.HK.EQUITY,0.0394514485496201
20200710,X83.HK.EQUITY,0.0306961855223722
20200713,X2905.TT.EQUITY,0.0466210024845169
20200714,X2905.TT.EQUITY,0.0520659612460641
20200715,X2905.TT.EQUITY,0.0644111089629194
20200716,X6005.TT.EQUITY,0.049969343330563
20200717,X2905.TT.EQUITY,0.0620837348732309
20200720,X000783.CH.EQUITY,0.0563073211053372
20200721,X5880.TT.EQUITY,0.0628956167894558
20200722,X601162.CH.EQUITY,0.0677169538163712
20200723,X000783.CH.EQUITY,0.0606591005206178
20200724,X3040.TT.EQUITY,0.0357228146439045
20200727,X601377.CH.EQUITY,0.0626603239961155
20200728,X2537.TT.EQUITY,0.0475811658331065
20200729,X3040.TT.EQUITY,0.0504769018779238
20200730,X2867.TT.EQUITY,0.0553497520315301
20200731,X2867.TT.EQUITY,0.0600577962545384
20200803,X2849.TT.EQUITY,0.0413153624811842
20200804,X2501.TT.EQUITY,0.0531067405346172
20200805,X2867.TT.EQUITY,0.0505945726456112
20200806,X2867.TT.EQUITY,0.053486373945834
20200807,X2867.TT.EQUITY,0.0426784995305547
20200810,X2849.TT.EQUITY,0.0356705189798631
20200811,X2849.TT.EQUITY,0.0347732681291219
20200812,X2849.TT.EQUITY,0.038253498006064
20200813,X601108.CH.EQUITY,0.0440052199589773
20200814,X2867.TT.EQUITY,0.0363161194510407
20200817,X2501.TT.EQUITY,0.0356651986285026
20200818,X2849.TT.EQUITY,0.0360550210215979
20200819,X2501.TT.EQUITY,0.0404591607019371
20200820,X2849.TT.EQUITY,0.0439076521827372
20200821,X2849.TT.EQUITY,0.0396883168932203
20200824,X2867.TT.EQUITY,0.0330891295442817
20200825,X2867.TT.EQUITY,0.0394359410190891
20200826,X2867.TT.EQUITY,0.038430035209683
20200827,X2501.TT.EQUITY,0.0438047088422346
20200828,X2867.TT.EQUITY,0.0318223763022304
20200831,X2867.TT.EQUITY,0.0456140079330032
20200901,X2548.TT.EQUITY,0.0504641304353299
20200902,X9940.TT.EQUITY,0.0525471712826111
20200903,X2867.TT.EQUITY,0.051507273797624
20200904,X2548.TT.EQUITY,0.0431385398823423
20200907,X1463.TT.EQUITY,0.0348218401368678
20200908,X1463.TT.EQUITY,0.0341813289378825
20200909,X1463.TT.EQUITY,0.0409707852677622
20200910,X2892.TT.EQUITY,0.0442371397658871
20200911,X83.HK.EQUITY,0.0412472595777558
20200914,X2501.TT.EQUITY,0.0269577590348249
20200915,X2501.TT.EQUITY,0.0376056180923204
20200916,X2501.TT.EQUITY,0.0353087072751692
20200917,X2501.TT.EQUITY,0.049813699935252
20200918,X1463.TT.EQUITY,0.0391219316893655
20200921,X1463.TT.EQUITY,0.0444296129309136
20200922,X1463.TT.EQUITY,0.0358459876116108
20200923,X1463.TT.EQUITY,0.0385764393075772
20200924,X1463.TT.EQUITY,0.0342749982632795
20200925,X1463.TT.EQUITY,0.0285842481293938
20200928,X1463.TT.EQUITY,0.0262612690169155
20200929,X1463.TT.EQUITY,0.0267955117867536
20200930,X1463.TT.EQUITY,0.0454989274065478
20201009,X000656.CH.EQUITY,0.0124225492412814
20201012,X2885.TT.EQUITY,0.038788469207476
20201013,X2885.TT.EQUITY,0.038846572539699
20201014,X1463.TT.EQUITY,0.0321342574310135
20201015,X1463.TT.EQUITY,0.0689372682438665
20201016,X2885.TT.EQUITY,0.0703013556239761
20201019,X2885.TT.EQUITY,0.0482891870034986
20201020,X2501.TT.EQUITY,0.0637378279926959
20201021,X1463.TT.EQUITY,0.0762056300465317
20201022,X3040.TT.EQUITY,0.0518454701146765
20201023,X600848.CH.EQUITY,0.068577745784315
20201026,X3040.TT.EQUITY,0.0308010546910256
20201027,X3040.TT.EQUITY,0.0400352798874385
20201028,X3040.TT.EQUITY,0.0375088881010715
20201029,X1808.TT.EQUITY,0.0409532259823142
20201030,X5.HK.EQUITY,0.0458780373680887
