date,FRM
20190416,0.0272516960138024
20190417,0.0275284607830711
20190418,0.0269954121053499
20190419,0.0279805435844586
20190422,0.030265277757429
20190423,0.0310329371576938
20190424,0.0314867044401988
20190425,0.0303037706506937
20190426,0.0308388358021892
20190429,0.0307705313095219
20190430,0.030818487074334
20190506,0.0344046462093372
20190507,0.0341234819281704
20190508,0.0340360085556474
20190509,0.0346629034209259
20190510,0.0308665357352947
20190513,0.0357497107976986
20190514,0.032958424453267
20190515,0.0345840792542439
20190516,0.0317829219678114
20190517,0.0324298701140669
20190520,0.031214471586643
20190521,0.0320922616560134
20190522,0.0334038614791506
20190523,0.0362023221244215
20190524,0.0344306188875928
20190527,0.0348423606850481
20190528,0.0319435190824212
20190529,0.0364637661137942
20190530,0.0354510616869284
20190531,0.0335265141813992
20190603,0.0299127810485875
20190604,0.02816140457957
20190605,0.0293098421451773
20190606,0.0284281139100898
20190610,0.0278473907565053
20190611,0.0292091212313474
20190612,0.0288574869174127
20190613,0.0279557812598104
20190614,0.027025245915884
20190617,0.0271599893791792
20190618,0.0284555077464565
20190619,0.0264606006502279
20190620,0.0293402480343819
20190621,0.0295967439484999
20190624,0.0286711729736924
20190625,0.027283665416722
20190626,0.0265682769259949
20190627,0.0264778801191489
20190628,0.0272244543109818
20190701,0.0275546379917553
20190702,0.0252116043783875
20190703,0.026542069137451
20190704,0.0274821656144415
20190705,0.0298837772040976
20190708,0.0293943776747524
20190709,0.0255482477271471
20190710,0.027418101663615
20190711,0.0271433963398675
20190712,0.0247524210034163
20190715,0.0251500648287395
20190716,0.0240880962174055
20190717,0.0249409861358143
20190718,0.0240559264739936
20190719,0.0236452447368956
20190722,0.0261366472894899
20190723,0.0236137938193159
20190724,0.0210591685691709
20190725,0.0219867409135893
20190726,0.0211911254112464
20190729,0.0221791369397699
20190730,0.0232619114147317
20190731,0.0224550133283061
20190801,0.0224392663129532
20190802,0.0246002514564376
20190805,0.0256303451480796
20190806,0.0252675211633736
20190807,0.0212104196424942
20190808,0.0203359258871656
20190812,0.0232424153214074
20190813,0.0212462995648355
20190814,0.0209369744367379
20190815,0.0223300214957689
20190816,0.0221694062363384
20190819,0.0291795668603884
20190820,0.0246834348002723
20190821,0.0222247750955981
20190822,0.0210896284927806
20190823,0.0232913213294805
20190826,0.0229809672831507
20190827,0.02286844465762
20190828,0.0210322934341747
20190829,0.0213351645514914
20190830,0.0203442618727244
20190902,0.0216653673418158
20190903,0.0221105709648415
20190904,0.021641130572144
20190905,0.0216573599341903
20190906,0.0216027887826824
20190909,0.0216873868383246
20190910,0.0206407384458077
20190911,0.0214230615194795
20190912,0.0216332016679515
20190916,0.0210984916657596
20190917,0.0212704704043284
20190918,0.021187937270481
20190919,0.0218536510248733
20190920,0.0227614500869102
20190923,0.0208412024873225
20190924,0.0207870257551963
20190925,0.0223018289968943
20190926,0.0207850663643748
20190927,0.0212818078806217
20191008,0.0219526687831686
20191009,0.0225870175261267
20191014,0.0221930212354955
20191015,0.021348989729202
20191016,0.022153927034211
20191017,0.0213353125829007
20191018,0.0213312323470338
20191021,0.0208808176239399
20191022,0.0236964691801608
20191023,0.0213065956871856
20191024,0.0218295073315164
20191025,0.0209867264942907
20191028,0.0220907888254437
20191029,0.0219661934710618
20191030,0.021101797166133
20191031,0.0228481455812163
20191101,0.0210839451962819
20191104,0.0226202778891508
20191105,0.0225832061207606
20191106,0.02145577458993
20191107,0.0220786125680316
20191108,0.0223484751737865
20191111,0.0219278722619502
20191112,0.0233646419929795
20191113,0.0235886134443951
