,BTC,ETH,XRP,BCH,BSV,LTC,BNB,EOS,ADA,XTZ,CRO,XLM,LINK,LEO,XMR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.099528216979618,0,0,0,0.159211244851147,0.241740976313568,0,0,0,0.0726804636892458,0,0,0,0.270073554534725,0,0,0,0,0.00250198392032899
ETH,0.0864472460695409,0,0.0419441405227819,0.323645243689765,0.0910344631272516,0,0.158881958470681,0.0284485651039454,0.0376546846972801,0.108561410481982,0,0,0,0,0.0719281681932623,0,0,0,0,0
XRP,0,0.013855483023288,0,0,0,0,0,0.389929793355015,0.0762216075064184,0.0985770742822225,0.0231042715076021,0.0482511843937826,0,0,0,0,0,0,0,0
BCH,0,0.337136255250849,0,0,0.305181869808073,0.157063798258863,0,0.0699138199588513,0.0521372390076119,0.0742911346484702,0,0,-0.0663612256903262,0,0,0,0,0,0,0
BSV,0,0.265344888689866,0,0.519389314080034,0,0,0,-0.000000000000000000433680868994202,0,0,0,0.0496336147020648,0,0,0.0364132703123561,0,0,0,0,0
LTC,0.0838423858278536,0.137420498010071,0.0263667501179369,0.11413583505227,0.121115842152721,0,0,0.223024381193978,0.0579394303814303,0.029774169954359,0,0,0,0,0.0707558680415928,0,0,0,0,0
BNB,0.114484910540407,0.226743211976158,0,0.0508230681117581,0.0581902185620826,0,0,0.0852121101159731,0,0,0.243722151834576,0.0377383152898969,0,0,0.110259329461065,0,0,0,0,0
EOS,0,0.256563158309359,0.162513024778258,0.0614090839979368,0.0324750382822625,0.129386814103325,0.124027438123667,0,0.0362915293896157,0,0,0.031746541455116,0,0,0.177036956303651,0,0,0,0,0
ADA,0.228151046924645,0.199282626191647,0,0,-0.0545025376794412,0,0,0,0,0.31490937462715,0.0565151710394451,0.299115723018452,0,0,0,0,0,0,0,0
XTZ,0,0,0,0,0.256636977875798,0,0.0910747634484686,0.0804821195077078,0,0,0.148171585316884,0.159997540700979,0.264852683241935,0,0,0,0,0,0,0.0895758318247565
CRO,0,0,0.509037360570063,0,0,0,0,0,0.0782313075663554,0.127557880755632,0,0,0,0,0,0,0.237938766273026,0,0,0
XLM,0,0.0584224768571743,0.264557185747481,0.0393534829257945,0.108316273104807,0,0,0,0.27998858158139,0.0183207240258865,0,0,0.0703829927292512,0,0,0,0,0,0,0
LINK,0,0.118378242087761,0.348469477952488,0,0,0,0,0.0591280217099151,0.0365229329237772,0.325345564230693,0,0,0,0,-0.111487806309984,0,0,0,0,0.0510033244519518
LEO,-0.109549115712332,0,0,-0.00577571806844065,-0.143179121272076,0,-0.00867420837701208,0,0.097366779828399,0,0,0.0111761577208695,0.0211504288255229,0,0.142058383827095,0,-0.0124148749394,0,0,0
XMR,0,0.21992304855578,0,0,0.0124734171251429,0,0.235687388208517,0.231501657645011,0,0.00906348214310421,0,0.0895793248368513,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,-0.244490157424118,0.0874936619086199,0.314915534905854,0.0325943119899933,-0.278517935839691,0,0.0272669666697735,0,0.0637614405692558,-0.0434282795010494,0,0,0,0,0,0,0
CVIX.INDEX,0,0,-0.336522978086974,0,-0.203846302264157,0,0,0.214756867395646,-0.0663380701260036,0,0.408702695690897,0.146483867774347,-0.0350524377451622,0,0,0,0,0,0,-0.0787273869906476
DXY.INDEX,0.0459655002834224,0,0,-0.0113357521926834,-0.0110230908843703,0,-0.0341958285108207,0,-0.00193477925437883,0,0,0.0327235073979818,0,-0.121686332134955,0.00485389819805594,0,0.0514914628407814,0,-0.117397760591104,-0.0307436664709314
SPX.INDEX,0,0,0,0,0,0,-0.115309638315013,0,0.0900449833818725,0,0,-0.0265872582136902,0,0,0,0,-0.187477914633727,0,0,-0.156772589429783
VIX.INDEX,0.12917043959601,0,-0.136696843361832,-0.506866887702467,0,0,0,0,0.121842942245607,-0.186259144032064,0,0,0.298833065497254,0,0.363151426904782,0,-0.0802263581844115,0,-2.38239017330768,0
