,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,CGB3M,FXI.US.EQUITY,VXFXI.INDEX,TED.SP,CN3M10YSLOPE,CREDIT.SP
X601398.CH.EQUITY,0,0,0,0,0,0,0.0479777224401878,0,0,0.24911267587314,0,0.0464886380027832,0,0,-0.0948959779962632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877846292760514,0.00435814370821082,0
X1398.HK.EQUITY,0,0,0,0,0,0.198343286803761,0,0.106274227168833,0,0,0,0,0,0,0,0,0.058648326940369,0,0,0,0,0,0,0,0,0,0,0,0.00230611592861577,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0927193937971109,0.281835440393497,0,0,0,0,-0.0382640879366757,0,0.10258131065693,0,0,0,0,0,0,0,0,0,0,0,-0.00673712813175054,0,0
X2318.HK.EQUITY,0,0,0,0,0,0,0,0.0678427787395875,0.0827951642519685,0,0,0,0.163106320496329,0.0618155882953536,0,0,0,0.0238084647957131,0,0,0,0,0,0,0,0,0,0.00447522096025885,-0.00412428189875315,0.00619295803461769,-0.00500680892055249
X601939.CH.EQUITY,0,0,0,0,0,0,0.955658167579147,0.0519828053170231,0,0,0,0,0,0,0,0,0,0.0458569802572192,0,0,0,0,0.0337084172310292,0,0,0,0,0,-0.00617088142063779,0.00777845057491786,0
X939.HK.EQUITY,0,0.0496072745889872,0,0,0,0,0,0,0,0,0,0,0.175989872515335,0,0,0,0.0980210835873943,0,0,0,0,0,0,0,0,0,0,-0.0463551099192036,1.0842021724855e-19,0.00664316857066884,0
X601288.CH.EQUITY,0,0,0,0,0.819500720101426,0,0,-0.0369401771050171,0,0,0,0,0,0,0,0,0.00511503398728957,0,0,0,0,0,0.0626558937962288,0,0,0,0,-0.0103021129398441,0,-0.00427728340914115,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0.547855198708593,0,0,0,0,0,0,0.740635601723344,0,0,0,0,0,0,0,0,0.171457675146993,0,0,-0.110762407696383,0,-0.0739685530489395,4.33680868994202e-19
X2628.HK.EQUITY,0,0.0970785058905315,0,0,0.126710649582236,0,0,0.209811349023997,0,0,0,0.24421044475789,0.156705315415324,6.93889390390723e-18,0.18158821974576,0,0,0,0,0,0,0,0,0,0.0822424971855209,0,0,0,-0.0233272572028931,0.0588896830502537,-0.0448611109848793
X600036.CH.EQUITY,0,0,0,0,0.449875729576742,0,0,0.0339931957950324,0,0,0,0,0.0324375300859635,0,0,0,0.0621094730359804,0,0,0,0,0.0165685697947859,0,0,0,-0.0318987424869988,0,0,0.0104620652162299,0.00869659235790655,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0627938701352576,0,0,0,0,0,0,0,0,0.843298328665447,0,0,0,0,-0.0525689141379353,0,0,0.0113559213185754,0,0.017140149136787,-0.0037027115572046,-4.33680868994202e-19,-0.0131515109981722
X3988.HK.EQUITY,0.0750480996540923,0,0,0,0,0,0,-0.12713462515285,0.139582302142553,0,0,0,0,0.120247693438034,0.103779868427601,0,0,0,0,0,0.00383351643963183,0,0.197347103861121,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,-0.247051444223202,0,0,0.300466861677054,0,0.0997841730037838,-0.127662471798351,2.77555756156289e-17,0.236761918236031,0,0,0,0,0.421169626512465,0.132304749435023,0,0,0,0,0,0,0,0,0,0,0.0214975549970369,0,1.73472347597681e-18,0.00992973317308431,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.375559965863055,0,0,0,0,0,0,0,0,0,0,0,0,-0.0739310225488969,0,-0.102385931445431,0.0131769536112009,0,0.0228575281980692
X388.HK.EQUITY,0,0,0,0,0,0,0,0.194182977443576,0.138023553599802,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17274544670193,0,0,0,0.192752743352344,-0.127067692740682,-0.0316228543248569,0.0376544659277864,-0.0335307543242744
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.191546474693081,0.128782778146733,0,0,0,0,0,0,0,0.472273616680904,0,0,0,0,0,0.0908281393280204,0.202491792205242,0,0.0289333179491068,0,0.0661769960168541,-0.022768755506077,0,-0.0302720413669175
X601066.CH.EQUITY,0,0,0,0,0,0,0,6.93889390390723e-18,0.0934933562958147,0,0,0.0696447203139787,0,0,0.0345826719391519,0.81985287872249,0,0,0,0,0,0,0,0,0,0,0,-0.0157691361896135,-0.0367012840574107,0.0156757860914033,-0.138537340260804
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.0489830970945302,0,0,0.762625933520712,0,0,0,0,0,0,0,0,0,0,0,0,0.210475612578583,0,0.00656318908020283,0,0,0.00546260429775247,0,-0.00470446311150062
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.148317914745097,0,0,0,0,0,0.0102545829254833,0,0.00544666326078137,0,0,0,0.150476698604411,0.0979790250765602,0,0,5.42101086242752e-20,0,0.032722584416309,0.00389535598687837,0,-0.0273323613899006
X3328.HK.EQUITY,0,0,0,0,0,0,0,-0.0225132998692488,0,0,0,0,0.185320762017831,0,0,0,0.082634360353255,0,0,0,0,0,0,0,0,0.0193128485491412,0,-0.0617632990976966,-0.0105092997835942,0,-0.0734332169929843
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470468337085872,0,0,0.224227815290242,0,0,0,0,0,0,0,0,0,0,0.0607243951413762,-0.00508695333994047,0.0899355008446745,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.0430308958092454,0,0.109868960952571,0,0,0,0,-0.0326978041932497,0,0,0,0.0390160460986418,0,0,0,0.0301941140886871,0.523539485118369,0,0,0,0,-0.0107695844670679,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0.0723017914581385,0,0,0,0,0.0247082541430153,0,0,0,-1.0842021724855e-19,0.1003925319519,0,0,0,0,0,0,0,0.685290545853984,0,0,0.0238783424143499,-0.00881725195466278,0,-0.143270064741156
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.0577130762403807,0,0.0639447314657601,0,0,0,0,0,0,0.166225340624988,0.168886975340995,0,0,0,0,0,0,0,0,0,-0.0329479429568369,-0.0111090678932052,0.0283649287550757,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.173553566816616,0.161601506419688,0,0,0,0,0,0,0,0.0973970859723003,-3.46944695195361e-18,0,0,0,0,0.279276572096282,0.0774187664471512,0,0.0509635415890302,0,-0.123268622603584,0.0229310988990656,0,0
CGB3M,0,0,0,0,0,0,0,0,0,0,0.357086981464201,0,0.0317593307626549,0,0,0,0.0867718691223188,0,0,0,0,0,0,0,0,0,0,-0.00326093686188427,0.0200306429073758,-0.756688834123782,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0.0211625878512464,0.0622327270396842,0,0,0.190591588020332,0,0,0,0,0.0156459689274163,0,0,0,0,0,0,0,0.0777233394139274,-0.0101914172676089,0,-0.0761414579202482,0,0.000636637635673357,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,-0.112050760215094,0,0,0,0,0.308027320821798,0,0,0,0,0,0,0,0,0,0,0,0.0880436510032322,-0.167987812132027,0,0.153886224337674,-0.172461292725461,0
TED.SP,-0.450326914014275,0,0,0,0,0,0,0.928274938125885,0,0,0,0,-1.6442867503949,0.395120785737657,0,0,0,0,0,-0.940557737832623,-0.95413566092372,0,-1.38644071149699,0,3.50086846036744,-0.734432634361032,-1.83355811045691,0.204069384365936,0,0,0
CN3M10YSLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151827152078939,0,0.215794681375369,0,0,0,0,0,0,0,0,-0.964298306933623,0,0,0.0080039356176812,0,-0.562061372587934
CREDIT.SP,0,0,0.254159783926016,0,0,0,0,0,0,0.117917149406114,0,0,0,0,-0.314873151979993,0,-0.069221283920442,0,0,0,0,0,0,0,0,-0.706142190036142,0,-0.0443828391407483,0.0194985250143693,-0.658561978071251,0
