,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,CGB3M,FXI.US.EQUITY,VXFXI.INDEX,TED.SP,CN3M10YSLOPE,CREDIT.SP
X601398.CH.EQUITY,0,0,0,0,0,0,0.0479761651545977,0,0,0.249113537369091,0,0.0464889770636866,0,0,-0.0948954020559545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877841495969327,0.00435770614148169,0
X1398.HK.EQUITY,0,0,0,0,0,0.360876322792994,0,0.0525693883491279,0.0661633192176628,0,0,0,0,0,-0.00722410482801056,0,3.46944695195361e-18,0,0,0,0,0,0.0379860850613268,0,0,0.00787683745690115,0,0,0.00633769563364892,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0961054631660913,0.28165859293298,0,0,0,0,-0.0414584254759454,0,0.101112540380753,0,0,0,0,0,0,0,0,0,0,0,-0.0066558811061959,0,0
X2318.HK.EQUITY,0,0,0,0,0,0,0,0.0679357031370778,0.0923743193423884,0,0,0,0.165587073711329,0.0329376493544838,0,0,0,0.0141854368394851,0,0,0,0,0,0,0,0,0,0.00726595360193342,-0.00419143501872554,0.0100569524629984,0
X601939.CH.EQUITY,0,0,0,0,0,0,0.955663609624318,0.0519857649885867,0,0,0,0,0,0,0,0,0,0.0458576329953848,0,0,0,0,0,0.0337036794500829,0,0,0,0,-0.00617086885940814,0.00777704518121964,0
X939.HK.EQUITY,0,0.137486467872499,0,0,0,0,0,0,0,0,0,0,0.286418073671292,0,0,0,0.0882439640237042,0,0,0,0,0,0,0,-0.0195729094513886,0,0,-0.0444060745599631,-0.00530228347297653,0.0120815547819768,-0.0334997959403764
X601288.CH.EQUITY,0,0,0,0,0.817978545039632,0,0,-0.0330432946643435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610045675413697,0,0,0,-0.00784825837183051,0.000812785839611514,-0.00424359612913036,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0.845736071994666,0,0,0,0,0,0,0.244018631313914,0.169343070854534,0,0,0,0,0,0,0,0.178527208117098,0,0,-0.0506903097458593,0.0268216789136643,-0.0366207011323823,0
X2628.HK.EQUITY,0,0,0,0,0,0,0,0.218930595470341,0,0,0,0.183810526845486,0.00670169601370132,0,0.159232402531451,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.15126212497914,0,0,0,-0.0107990583556981,0.0658559803367208,-0.17764704300448
X600036.CH.EQUITY,0,0,0,0,0.479855760898925,0,0,0.00274452839791521,0,0,0,0,0.0662533192014522,0,0,0,0.0168717779174227,0,0.0249885118043046,0,0.0514890700725087,0,0.0908928846018746,0,0.0832603434003575,-0.0327975426136414,0,0,0.00595443304484067,8.67361737988404e-19,0.0628699471794539
