,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,CGB3M,FXI.US.EQUITY,VXFXI.INDEX,TED.SP,CN3M10YSLOPE,CREDIT.SP
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.191546474693081,0.128782778146732,0,0,0,0,0,0,0,0.472273616680904,0,0,0,0,0,0.0908281393280203,0.202491792205244,0,0.0289333179491066,0,0.066176996016854,-0.0227687555060771,0,-0.0302720413669177
X601066.CH.EQUITY,0,0,0,0,0,0,0,6.93889390390723e-18,0.125230421935607,0,0,0.0471326236205559,0,0,0.0183227005530008,0.791377318045485,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314801690984157,0.0230808934437081,-0.14853593155991
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.0530566859365211,0,-1.0842021724855e-19,0.774633666293613,0,0,0,0,0,0,0,0,0,0,0,0,0.154374746521777,0,0,0,0,0.00481734204287861,0.000884940711398769,-0.0155141502120409
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.150684288798666,0,0,0,0,0,0.00959698793765722,0,0,0,0,0,0.167395997806819,0.101260718659255,0,0,0,0,0.0335900118438802,0.00407935370084163,0,-0.0266035612527836
X3328.HK.EQUITY,0,0,0,0,0,0,0,-0.0225133943072097,0,0,0,1.73472347597681e-18,0.185318639215805,0,0,0,0.0826340013762779,0,0,0,0,0,0,0,0,0.0193134515150544,0,-0.0617632075268679,-0.0105095502802928,0,-0.0734356864996362
X000002.CH.EQUITY,0,0,0,0,0,0,0,-0.0135607719137574,0,0,0,0,0,0.0413605894341459,0,0,0.245789703051548,0,0,0,0,0,0.041723378313347,0,0,0,0,0.0602550881698363,-0.0106377783269655,0.0773179325912143,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.0127302901234474,0,0.0120355049503257,0,0,0,0,0,0,0,0,0.0444073732181886,0,0,0,0,0.665145361482341,0,0,0,0,-0.00708106243362755,0,0
X601319.CH.EQUITY,0,0,0,0,0.159047159830003,0,0.0645022735789047,0,0,0,0,0.130592259901883,0,0,0,0,0.0416649778351267,0,0,0,0,0,0,0,0.625518816819677,0,0,0.0731476218859962,-0.00895352881691281,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.0577125689700556,0,0.0639464271496493,0,0,0,0,0,0,0.166224705036904,0.168883337651038,0,0,0,0,0,0,0,0,0,-0.0329476353689049,-0.0111094480840059,0.0283652152136723,8.67361737988404e-19
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.164076586958224,0.167011488913375,0,0,0,0,0.058610705905813,0,0,0.075978818392024,0,0,0,0,0,0.279277506109098,0.132337904034418,0,0.0528132886369646,0,-0.115835237426692,0.0199340713358833,0,0
CGB3M,0,0,0.06248296817784,0,0,0,0,0,0,0,0.320312557676276,0,-3.46944695195361e-18,0,0,0,0.0957974146511448,0,0,0,0,0,0,0,0,0,0,0,0.020858259736086,-0.77068453727401,-0.0488425413968656
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0.0859843242469251,0,0,0.172363496825833,0,0,0,0,0.0443666555449941,0,0,0,0,0,0.029648342029428,0,0,0,0,-0.102965171671972,0.000314905268816024,0.00528382565251889,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,-0.112060078197257,0,0,0,0,0.320935714593902,0,0,0,0,0,0,0.0673059132472719,0,0,0,0,0.111051652081058,-0.479219573246681,0,0.146936803719861,-0.147347525947093,0
TED.SP,-1.8402760433883,0,0,0,0,0,0,0,0,0,0,0,-1.3400104413421,1.47507885826636,-2.77555756156289e-17,0,0,0,0,-1.70821909012904,-0.99585777652016,0,0,0,2.9848473979559,-0.554312414226339,-0.772143150298039,0.413743721573981,0,0,0
CN3M10YSLOPE,0,0,0,0,0,0,0,0,0.226692157300705,0,0.277416039606514,0,0,0,-0.256419461360287,0,0.0273782029622764,0,0,0,0,0,0,0,0,-1.00326551118845,0,-0.122102588601084,0.0023218327854242,0,-0.495829335541513
CREDIT.SP,0,0,0.250353668326095,0,0,0,0,0,0,0.153759316627063,0,0,0,0,-0.31311128467462,0,-0.0748746297490515,0,0,0,0,0,0,0,0,-0.707570066199092,0,-0.0320178996796642,0.0175602466040947,-0.656174962406827,0
