,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,CGB3M,FXI.US.EQUITY,VXFXI.INDEX,TED.SP,CN3M10YSLOPE,CREDIT.SP
X601398.CH.EQUITY,0,0,0,0,0,0,0.0479771247941954,0,0,0.249113608341253,0,0.0464891150125736,0,0,-0.0948973611251443,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.00877834107081144,0.00435841099732953,0
X1398.HK.EQUITY,0,0,0,0,0,0.198338709492692,0,0.106275007149382,0,0,0,0,0,0,0,0,0.0586498578198984,0,0,0,0,0,0,0,0,0,0,0,0.00230629972399249,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0435747814034555,0.299677090620599,0,0,0,0,-0.0108735084542464,0,0.112957283233866,0,0,0,0,0,0,0,0,0,0,0,-0.00668846872963503,0,0
X2318.HK.EQUITY,0,0,0,0,0,0,0,0.0378937904155644,0.101183012116102,0,0,0,0.17730203746216,0.0410548260368321,0,0,0,0.0151921159331016,0,0,0,0,0,0,0,0,0,0.00803331360034745,-0.00362863284133089,0.00577298437108555,-0.000987621803489825
X601939.CH.EQUITY,0,0,0,0,0,0,0.95693115883643,0.0543472867596086,0,0,0,0,0,0,0,0,0,0.0451798329568396,0,0,0,0,0.0318748978374803,0,0,0,0,0.00124275195234309,-0.00617461847109818,0.00711660181176755,0
X939.HK.EQUITY,0,0.195613235120817,0,0,0,0,0,0,0,0,0,0,0.164169540597948,0,0,0,0.0780129069700416,0,0,0,0,0,0,0,0,0,0,-0.0237110027674298,-0.00209038151071933,0.00522849723888029,-0.0388342889531933
X601288.CH.EQUITY,0,0,0,0,0.800342718593164,0,0,-0.0228876573148772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556200388320719,0,0,0,0,-0.00570294936073041,0.00332592243670448,-0.00169776742582533,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0.802234483462862,0,0,0,0,0,0,0.482314070272644,0.0817266435777683,0,0,0,0,0,0,0,0.0389989823538253,0,0,-0.0314441842075968,0,-0.0669991753301656,0
X2628.HK.EQUITY,0,0.0677995615615272,0,0,0.0723026921605655,0,0,0.269845346387801,0,0,0,0.276046201111495,0.115548507792541,0,0.130340653636755,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.00564095099792181,0,0,0,-0.0206851922675782,0.0737963337638136,-0.128088097618747
X600036.CH.EQUITY,0,0,0,0,0.45448172974217,0,0,0.0342729965703444,-2.71050543121376e-20,0,0,0,0.0240041737149883,0.0226312876360664,0,0,0.0678921722222689,0,0,0,0,0.0252296239259033,0,0,0,-0.0375407636033902,0,0,0.0108178317095278,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0658969739422832,0,0,0,0,0,0,0,0,0.847294533611606,0,0,0,0,-0.0334643688590041,0,0,0.0169992180461956,0,0.0147984410333222,-0.00277507170440032,0,0
X3988.HK.EQUITY,0.0249460052673982,0,0,0,0,0,0,-0.0210609955397761,0.0862161314290401,0,0,0,0,0.153208036952302,0.039670998145535,0,0,0,0,0,0,0,0.137257939115321,0,0,0,0,0,0,0.0139196548695751,0
X1299.HK.EQUITY,-0.251712724797917,0,0,0.185374838024127,0,0.481596483864531,-0.447845305813309,0,0.313790873999277,0,0,0,0,0.390363013980965,0.0836358582720733,0,0,0,0,0,0,0,0,0,0,0.0247340424194638,0,0,0.0201311702577202,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.359054538405534,0,0,0,0,0,0,0,0,0,0,0,0,-0.0836078916660772,0,-0.0956241438481398,0.0107002258783396,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.188292612305479,0.17565733438861,0,0,0,0,0,0,0,0.0243750089331671,0,0,0,0,0,-0.196717756120417,0,0,0,0.163071775785845,-0.130860616575802,-0.0321936753621489,0.0139193710883172,-0.0627022369154885
