,X601398.CH.Equity,X1398.HK.Equity,X601318.CH.Equity,X2318.HK.Equity,X601939.CH.Equity,X939.HK.Equity,X601288.CH.Equity,X601628.CH.Equity,X2628.HK.Equity,X600036.CH.Equity,X601988.CH.Equity,X3988.HK.Equity,X1299.HK.Equity,X5.HK.Equity,X388.HK.Equity,GCNY3M.Index,GCNY10YR.Index,SHIF3M.Index,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.Equity,0,0,0,0,0,0,0,0.0161584750471577,0,0.221627076232574,0,0,0,0,0,0,0,0,0,0
X1398.HK.Equity,0,0,0,0,0,0.262379940944055,0,-8.67361737988404e-19,0.0559598053208367,0.0453256694386867,0,0.101089677903536,0,0,0,0,0,0,0,0
X601318.CH.Equity,0,0,0,0,0,0,0,0.156099982270774,0.132129602535107,0.237787884372138,0,0,0,0,0,0,0,0,0,0
X2318.HK.Equity,0,0,0,0,0,0,0,0.0486153276972689,0.119124257067831,0,0,0,0,0,0,0,0,0,0,-0.00768807330385396
X601939.CH.Equity,0,0,0,0,0,0,0,0.0124616192750735,0.0738354860653096,0.275968001719183,0,0,0,0,0,0,0,0,0,0
X939.HK.Equity,0,0.41571077460965,0,0,0,0,0,0.0370270935278517,0.0188583555543951,0.0492327496358971,0,0,0,0,0,0,0,0,0,0
X601288.CH.Equity,0,0,0.0812199893034296,0,0,0,0,0,0.0372567446442508,0.123454160972715,0,0,0,0,0,0,0,0,0,0
X601628.CH.Equity,0,0,0.826149924463508,0,0,0,0,0,0.36117913574488,0.0639832982478015,0,0,0,0,0,0,0,0,0,0
X2628.HK.Equity,0,0,0.181444432723464,0,0,0,0,0.29913076107944,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.Equity,0,0,0.314671269708283,0,0.157109883298757,0,0,0.0999857853854923,0.0215547875703849,0,0,0,0,0.0196115098805078,0,0,0,0,0,0
X601988.CH.Equity,0,0,0.0522490205504649,0,0,0,0,0.0254290881566536,0,0.155596256469412,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0.0825064763314762,0.0888248341017808,0,0,0,0,0,0,0.0581175251730499,0.0686429611312733,0,0,0.0597572718152838,-8.67361737988404e-19,0,0,0,0,0,0
X1299.HK.Equity,0,0,0,0,0,0,0,0,0.135965567691991,0.0478213427199972,0,0,0,0.183847550219948,0,0,0,0,0,0
X5.HK.Equity,0,0,0,0,0,0,0,0,0.131752011142281,0,0,0,0.154517411997009,0,0,0,0,0,0,0
X388.HK.Equity,-0.0979844083876213,-0.234322816727675,0,0,0,0,0,0.079928727239161,0.31064442065533,-0.104499575047208,0,0,0.200191454776079,0,0,0,0,0,0,0.0356524634120617
GCNY3M.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCNY10YR.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIF3M.Index,0,0,0,0,0,0,0,-0.0158332199534961,0,0,0,0,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0,0,0,0.0822058680943099,0,0,0,-0.0636274075954963,0,0,0,0.0086974246165882,0,0.0952816716604024,0,0,0,0,-0.0935232205237752
VXFXI.INDEX,0.0366170282498916,0,-0.626693893083976,0,0.603487759497206,0,0,-0.0549479168049949,0,0,0.184954052118438,0,-0.23215910219026,0,0,0,0,-0.105246504374881,-1.3604795669297,0
