,X601398.CH.Equity,X1398.HK.Equity,X601318.CH.Equity,X2318.HK.Equity,X601939.CH.Equity,X939.HK.Equity,X601288.CH.Equity,X601628.CH.Equity,X2628.HK.Equity,X600036.CH.Equity,X601988.CH.Equity,X3988.HK.Equity,X1299.HK.Equity,X5.HK.Equity,X388.HK.Equity,GCNY3M.Index,GCNY10YR.Index,SHIF3M.Index,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.Equity,0,0,0.0664803429676359,0,0,0,0,0,0,0.18271205064226,0,0,0,0,0,0,0,0,0,0
X1398.HK.Equity,0,0,0,0,0,0.349438902249409,0,0,0.0826753846683458,0,0,0.0194853728991347,0,0,0,0,0,0,0,0
X601318.CH.Equity,0,0,0,0,0,0,0,0.165145786760386,0.159866854526557,0.182601768181734,0,0,0,0,0,0,0,0,0,0
X2318.HK.Equity,0,0,0,0,0,0,0,0.0496517415489282,0.116965361709802,0,0,0,0,0,0,0,0,0,0,-0.00718232919582051
X601939.CH.Equity,0,0,0,0,0,0,0,0.00204281359746015,0.0681157301063223,0.306236386495378,0,0,0,0,0,0,0,0,0,0
X939.HK.Equity,0,0.259696791432461,0,0,0,0,0,0.0181763331512406,0.037481156102952,0.0829271695720157,0,0,0,0,0,0,0,0,0,0
X601288.CH.Equity,0,0,0,0,0,0,0,0,0.0364950236153935,0.187250558948469,0,0,0,0,0,0,0,0,0,0
X601628.CH.Equity,0,0,0.944918900629778,0,0,0,0,0,0.370724089310528,0,0,0,0,0,0,0,0,0,0,-0.0427339354211346
X2628.HK.Equity,0,0,0.165562054873216,0,0,0,0,0.311968047553725,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.Equity,0,0,0.308412725436369,0,0.22927578900744,0,0,0.101249304963236,0.00443199436008606,0,0,0,0,0.0232809910102413,0,0,0,0,0,0
X601988.CH.Equity,0,0,0.0610243296763004,0,0,0,0,0.0174131004649308,0.0173131448139159,0.184431377098506,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0.0666102154926846,0.291828687676317,0,0,0,0,0,0,0.0579079600556837,0.055418448319346,0,0,0.0388583407113323,0.0114317771635393,0,0,0,0,0,0
X1299.HK.Equity,0,0,0,0,0,0,0,0,0.151406929732036,0.0241742688648379,0,0,0,0.112756846381597,0,0,0,0,0,0
X5.HK.Equity,0,0,0,0,0,0,0,0,0.133795538507509,0,0,0,0.144817651455811,0,0,0,0,0,0,0
X388.HK.Equity,0,-0.181504951880695,0,0,0,0,0,0.067148882381007,0.278079138870691,-0.158793210100157,0,0,0.207641988994108,0,0,0,0,0,0,0
GCNY3M.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCNY10YR.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIF3M.Index,0,0,0,0,-0.0320342480851352,0,0,-0.01275403358627,0,0,0,0,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0,0,0,0.0899739793973842,0,0,0,-0.0684347062711895,0,0,0,0.013582062929472,0,0.0943349716724404,0,0,0,0,-0.0973138389600195
VXFXI.INDEX,0,0,-0.48788613320316,-0.263533361335516,0.740588496239814,0,0,-0.105384990970261,-0.137950988741688,0,0.289258931880014,0,0,0,0,0,0,-0.379177402515309,-1.56357159441932,0
